 =======================================================================================

                     LuAIMD: An ab initio molecular dynamics program

                                 Author: Yun-ting Bu

 =======================================================================================

 Basis: 6-31G**
 Charge =  0   Spin multiplicity = 1

 Cartesian coordinates (in Angstroms):

   Atom           X                 Y                 Z       
  ------  ----------------  ----------------  ----------------
    O        0.00000000        0.00000000         0.12091400
    H        0.00000000        0.75666800        -0.48365800
    H        0.00000000       -0.75666800        -0.48365800

=======================================
          Molecular Dynamics
=======================================

 Nstep=  1000
 Time=   500.00 fs
 Velocity initialization: Maxwell-Boltzmann distribution, at   298.15 K.
 MD intergral method: Velocity_Verlet
 Thermostat: Berendsen
 Bath temperature:   298.15 K
 Relaxation time:  30.00 fs
 Cartesian coordinates will be given in: pos.xyz.
 Bond length and bond angle you have chosen will be given in: mole_geom.dat.

------MD step------

time(fs)     Etot(Hartree)      Ekin(Hartree)      Epot(Hartree)      T(K)      t_scf(s)     t_grad(s)
  320.00     -76.0213715525       0.0034862344     -76.0248577869     244.64        0.154        0.234
  320.50     -76.0212370508       0.0033672966     -76.0246043474     236.29        0.113        0.202
  321.00     -76.0214625320       0.0035998236     -76.0250623556     252.61        0.118        0.187
  321.50     -76.0219256125       0.0040588529     -76.0259844654     284.82        0.112        0.192
  322.00     -76.0223907240       0.0045118783     -76.0269026023     316.61        0.109        0.176
  322.50     -76.0226199838       0.0047295114     -76.0273494952     331.88        0.114        0.176
  323.00     -76.0225047074       0.0046127614     -76.0271174688     323.69        0.110        0.179
  323.50     -76.0221495200       0.0042696503     -76.0264191702     299.61        0.108        0.177
  324.00     -76.0218322954       0.0039700735     -76.0258023689     278.59        0.114        0.176
  324.50     -76.0218247291       0.0039709194     -76.0257956486     278.65        0.103        0.188
  325.00     -76.0221846792       0.0043211373     -76.0265058165     303.22        0.117        0.179
  325.50     -76.0226990613       0.0048124805     -76.0275115419     337.70        0.113        0.175
  326.00     -76.0230399568       0.0051300194     -76.0281699762     359.99        0.123        0.195
  326.50     -76.0229941401       0.0050709904     -76.0280651305     355.84        0.121        0.195
  327.00     -76.0225817133       0.0046585790     -76.0272402923     326.90        0.116        0.195
  327.50     -76.0220126736       0.0040999270     -76.0261126006     287.70        0.113        0.174
  328.00     -76.0215543071       0.0036564256     -76.0252107327     256.58        0.114        0.176
  328.50     -76.0214005177       0.0035151719     -76.0249156895     246.67        0.101        0.186
  329.00     -76.0215928205       0.0037119357     -76.0253047563     260.47        0.105        0.185
  329.50     -76.0220074059       0.0041206092     -76.0261280151     289.15        0.105        0.206
  330.00     -76.0224094382       0.0045096682     -76.0269191064     316.45        0.113        0.170
  330.50     -76.0225641626       0.0046531640     -76.0272173266     326.52        0.111        0.177
  331.00     -76.0223693960       0.0044588854     -76.0268282814     312.89        0.107        0.177
  331.50     -76.0219409259       0.0040460431     -76.0259869689     283.92        0.110        0.169
  332.00     -76.0215716475       0.0036991075     -76.0252707550     259.57        0.130        0.183
  332.50     -76.0215475419       0.0036884312     -76.0252359731     258.83        0.112        0.213
  333.00     -76.0219334048       0.0040690296     -76.0260024344     285.53        0.112        0.206
  333.50     -76.0225112869       0.0046271648     -76.0271384517     324.70        0.107        0.208
  334.00     -76.0229379888       0.0050324125     -76.0279704013     353.14        0.107        0.182
  334.50     -76.0229811158       0.0050629546     -76.0280440705     355.28        0.116        0.191
  335.00     -76.0226451805       0.0047266794     -76.0273718599     331.68        0.114        0.189
  335.50     -76.0221329962       0.0042238086     -76.0263568048     296.39        0.111        0.203
  336.00     -76.0217134181       0.0038174366     -76.0255308547     267.88        0.104        0.200
  336.50     -76.0215870923       0.0037013644     -76.0252884567     259.73        0.100        0.180
  337.00     -76.0218018391       0.0039175135     -76.0257193526     274.90        0.113        0.182
  337.50     -76.0222344041       0.0043402226     -76.0265746267     304.56        0.110        0.194
  338.00     -76.0226420468       0.0047303038     -76.0273723506     331.94        0.115        0.178
  338.50     -76.0227763443       0.0048489512     -76.0276252955     340.26        0.115        0.183
  339.00     -76.0225249512       0.0045950195     -76.0271199707     322.44        0.117        0.204
  339.50     -76.0220083402       0.0040932208     -76.0261015610     287.23        0.114        0.202
  340.00     -76.0215414813       0.0036497367     -76.0251912180     256.11        0.113        0.207
  340.50     -76.0214372094       0.0035606682     -76.0249978775     249.86        0.108        0.187
  341.00     -76.0217745976       0.0038947465     -76.0256693441     273.30        0.120        0.195
  341.50     -76.0223331373       0.0044359604     -76.0267690978     311.28        0.118        0.197
  342.00     -76.0227611983       0.0048456269     -76.0276068252     340.03        0.114        0.185
  342.50     -76.0228224937       0.0048975979     -76.0277200916     343.68        0.119        0.191
  343.00     -76.0225220824       0.0045996097     -76.0271216921     322.76        0.111        0.185
  343.50     -76.0220622442       0.0041508648     -76.0262131089     291.28        0.116        0.184
  344.00     -76.0217069313       0.0038093389     -76.0255162701     267.31        0.114        0.183
  344.50     -76.0216478554       0.0037598922     -76.0254077476     263.84        0.111        0.185
  345.00     -76.0219220420       0.0040337990     -76.0259558410     283.06        0.115        0.195
  345.50     -76.0223962944       0.0044957870     -76.0268920814     315.48        0.112        0.180
  346.00     -76.0228216561       0.0049008918     -76.0277225479     343.91        0.124        0.185
  346.50     -76.0229491377       0.0050101411     -76.0279592788     351.57        0.122        0.192
  347.00     -76.0226708770       0.0047270161     -76.0273978932     331.71        0.113        0.191
  347.50     -76.0221125138       0.0041813449     -76.0262938587     293.41        0.113        0.196
  348.00     -76.0215894999       0.0036800742     -76.0252695741     258.24        0.110        0.201
  348.50     -76.0214116751       0.0035172266     -76.0249289017     246.81        0.099        0.186
  349.00     -76.0216618576       0.0037660123     -76.0254278700     264.27        0.108        0.182
  349.50     -76.0221368070       0.0042272972     -76.0263641042     296.64        0.112        0.221
  350.00     -76.0225069704       0.0045833148     -76.0270902853     321.62        0.113        0.221
  350.50     -76.0225473808       0.0046184454     -76.0271658262     324.09        0.114        0.215
  351.00     -76.0222582150       0.0043354617     -76.0265936767     304.23        0.123        0.181
  351.50     -76.0218282076       0.0039202225     -76.0257484302     275.09        0.115        0.210
  352.00     -76.0215101339       0.0036196013     -76.0251297352     254.00        0.106        0.183
  352.50     -76.0214930121       0.0036155941     -76.0251086062     253.71        0.108        0.199
  353.00     -76.0218189374       0.0039441493     -76.0257630867     276.77        0.126        0.224
  353.50     -76.0223622154       0.0044769032     -76.0268391186     314.15        0.132        0.222
  354.00     -76.0228770259       0.0049714313     -76.0278484572     348.86        0.128        0.232
  354.50     -76.0231080416       0.0051820467     -76.0282900883     363.64        0.123        0.212
  355.00     -76.0229307802       0.0049957281     -76.0279265083     350.56        0.121        0.198
  355.50     -76.0224490449       0.0045211352     -76.0269701801     317.26        0.115        0.194
  356.00     -76.0219602912       0.0040481624     -76.0260084535     284.07        0.116        0.204
  356.50     -76.0217679794       0.0038652815     -76.0256332609     271.24        0.124        0.202
  357.00     -76.0219623786       0.0040536682     -76.0260160469     284.46        0.115        0.191
  357.50     -76.0223579138       0.0044319808     -76.0267898946     311.00        0.113        0.183
  358.00     -76.0226449467       0.0047023152     -76.0273472619     329.97        0.111        0.183
  358.50     -76.0226132367       0.0046636897     -76.0272769265     327.26        0.112        0.187
  359.00     -76.0222697451       0.0043255797     -76.0265953248     303.54        0.119        0.182
  359.50     -76.0218035516       0.0038740546     -76.0256776062     271.85        0.115        0.186
  360.00     -76.0214641294       0.0035524916     -76.0250166210     249.29        0.107        0.176
  360.50     -76.0214356720       0.0035378754     -76.0249735473     248.26        0.117        0.226
  361.00     -76.0217553579       0.0038611729     -76.0256165308     270.95        0.122        0.204
  361.50     -76.0222943255       0.0043909713     -76.0266852969     308.12        0.112        0.192
  362.00     -76.0228082485       0.0048864559     -76.0276947043     342.89        0.110        0.178
  362.50     -76.0230499052       0.0051098072     -76.0281597124     358.57        0.112        0.175
  363.00     -76.0229061375       0.0049583936     -76.0278645311     347.94        0.112        0.182
  363.50     -76.0224838554       0.0045427236     -76.0270265789     318.77        0.111        0.177
  364.00     -76.0220629440       0.0041348574     -76.0261978014     290.15        0.117        0.183
  364.50     -76.0219115229       0.0039894973     -76.0259010203     279.95        0.107        0.245
  365.00     -76.0220909332       0.0041609700     -76.0262519031     291.98        0.116        0.205
  365.50     -76.0224168215       0.0044698005     -76.0268866220     313.66        0.119        0.231
  366.00     -76.0226078041       0.0046454773     -76.0272532814     325.98        0.118        0.225
  366.50     -76.0224840794       0.0045166514     -76.0270007308     316.94        0.117        0.203
  367.00     -76.0220664042       0.0041065940     -76.0261729982     288.17        0.113        0.203
  367.50     -76.0215410166       0.0035989825     -76.0251399992     252.55        0.118        0.190
  368.00     -76.0211489205       0.0032291206     -76.0243780412     226.59        0.119        0.200
  368.50     -76.0210707508       0.0031705776     -76.0242413284     222.49        0.103        0.201
  369.00     -76.0213497221       0.0034602028     -76.0248099249     242.81        0.117        0.196
  369.50     -76.0218710521       0.0039801656     -76.0258512177     279.30        0.122        0.226
  370.00     -76.0224067449       0.0045050940     -76.0269118390     316.13        0.117        0.174
  370.50     -76.0227201936       0.0048066083     -76.0275268019     337.29        0.112        0.173
  371.00     -76.0226953309       0.0047781055     -76.0274734364     335.29        0.124        0.187
  371.50     -76.0224195986       0.0045102558     -76.0269298544     316.49        0.109        0.187
  372.00     -76.0221435038       0.0042462827     -76.0263897865     297.97        0.113        0.180
  372.50     -76.0221106620       0.0042172352     -76.0263278972     295.93        0.112        0.192
  373.00     -76.0223746682       0.0044700426     -76.0268447108     313.67        0.106        0.203
  373.50     -76.0227588509       0.0048326143     -76.0275914652     339.12        0.109        0.183
  374.00     -76.0229926041       0.0050450638     -76.0280376678     354.02        0.112        0.181
  374.50     -76.0228999738       0.0049402523     -76.0278402261     346.67        0.113        0.197
  375.00     -76.0224984615       0.0045388400     -76.0270373014     318.50        0.117        0.200
  375.50     -76.0219695483       0.0040202873     -76.0259898356     282.11        0.116        0.191
  376.00     -76.0215520718       0.0036180595     -76.0251701312     253.89        0.118        0.184
  376.50     -76.0214273108       0.0035066029     -76.0249339137     246.07        0.106        0.194
  377.00     -76.0216406843       0.0037252635     -76.0253659478     261.41        0.119        0.184
  377.50     -76.0220812991       0.0041605065     -76.0262418056     291.95        0.113        0.200
  378.00     -76.0225285826       0.0045947835     -76.0271233661     322.43        0.118        0.198
  378.50     -76.0227589359       0.0048127762     -76.0275717121     337.72        0.119        0.184
  379.00     -76.0226734971       0.0047244433     -76.0273979404     331.52        0.110        0.193
  379.50     -76.0223730101       0.0044326027     -76.0268056128     311.05        0.113        0.181
  380.00     -76.0221066200       0.0041783876     -76.0262850076     293.21        0.110        0.186
  380.50     -76.0221003989       0.0041756608     -76.0262760597     293.02        0.093        0.191
  381.00     -76.0223871536       0.0044513022     -76.0268384558     312.36        0.105        0.178
  381.50     -76.0227806574       0.0048237003     -76.0276043577     338.49        0.112        0.189
  382.00     -76.0230124691       0.0050345791     -76.0280470482     353.29        0.118        0.226
  382.50     -76.0229100843       0.0049199631     -76.0278300475     345.24        0.113        0.190
  383.00     -76.0224884964       0.0044982780     -76.0269867744     315.65        0.116        0.208
  383.50     -76.0219220739       0.0039424343     -76.0258645082     276.65        0.116        0.205
  384.00     -76.0214434399       0.0034802713     -76.0249237112     244.22        0.114        0.192
  384.50     -76.0212333632       0.0032862439     -76.0245196071     230.60        0.113        0.205
  385.00     -76.0213450115       0.0034078073     -76.0247528188     239.13        0.114        0.196
  385.50     -76.0216832427       0.0037472233     -76.0254304660     262.95        0.118        0.184
  386.00     -76.0220474377       0.0041064437     -76.0261538814     288.16        0.121        0.189
  386.50     -76.0222308740       0.0042861091     -76.0265169831     300.77        0.121        0.186
  387.00     -76.0221399694       0.0042005351     -76.0263405045     294.76        0.120        0.195
  387.50     -76.0218654868       0.0039423325     -76.0258078193     276.64        0.114        0.199
  388.00     -76.0216392704       0.0037359161     -76.0253751865     262.16        0.111        0.176
  388.50     -76.0216792780       0.0037874312     -76.0254667092     265.77        0.111        0.180
  389.00     -76.0220281234       0.0041327617     -76.0261608851     290.01        0.107        0.186
  389.50     -76.0225165380       0.0046056853     -76.0271222234     323.19        0.109        0.197
  390.00     -76.0228808636       0.0049517254     -76.0278325890     347.47        0.116        0.192
  390.50     -76.0229338911       0.0049922957     -76.0279261868     350.32        0.118        0.184
  391.00     -76.0226658702       0.0047216996     -76.0273875699     331.33        0.115        0.184
  391.50     -76.0222306971       0.0042929164     -76.0265236134     301.24        0.114        0.203
  392.00     -76.0218522997       0.0039253862     -76.0257776859     275.45        0.120        0.200
  392.50     -76.0217130926       0.0037953600     -76.0255084526     266.33        0.121        0.203
  393.00     -76.0218722338       0.0039564116     -76.0258286454     277.63        0.115        0.198
  393.50     -76.0222392949       0.0043156863     -76.0265549813     302.84        0.123        0.175
  394.00     -76.0226138320       0.0046756000     -76.0272894321     328.10        0.118        0.208
  394.50     -76.0227842572       0.0048324129     -76.0276166700     339.10        0.117        0.185
  395.00     -76.0226497753       0.0046939616     -76.0273437369     329.39        0.118        0.188
  395.50     -76.0222971586       0.0043497881     -76.0266469468     305.23        0.119        0.184
  396.00     -76.0219640151       0.0040308749     -76.0259948900     282.86        0.116        0.193
  396.50     -76.0218872718       0.0039624796     -76.0258497513     278.06        0.110        0.204
  397.00     -76.0221369103       0.0042070493     -76.0263439596     295.22        0.102        0.213
  397.50     -76.0225655894       0.0046191032     -76.0271846926     324.13        0.115        0.182
  398.00     -76.0229130670       0.0049469298     -76.0278599968     347.14        0.111        0.189
  398.50     -76.0229768308       0.0049967097     -76.0279735405     350.63        0.125        0.177
  399.00     -76.0227245087       0.0047404391     -76.0274649478     332.65        0.116        0.195
  399.50     -76.0222917601       0.0043130704     -76.0266048305     302.66        0.108        0.190
  400.00     -76.0218935327       0.0039252158     -76.0258187485     275.44        0.113        0.186
  400.50     -76.0217118738       0.0037529786     -76.0254648524     263.35        0.110        0.192
  401.00     -76.0218120757       0.0038563150     -76.0256683907     270.61        0.113        0.182
  401.50     -76.0221143113       0.0041530498     -76.0262673611     291.43        0.112        0.169
  402.00     -76.0224298586       0.0044570333     -76.0268868920     312.76        0.114        0.183
  402.50     -76.0225539008       0.0045707132     -76.0271246139     320.74        0.114        0.192
  403.00     -76.0223805850       0.0043965402     -76.0267771252     308.52        0.116        0.178
  403.50     -76.0219790427       0.0040070693     -76.0259861120     281.19        0.116        0.204
  404.00     -76.0215689712       0.0036169222     -76.0251858934     253.81        0.110        0.172
  404.50     -76.0213894062       0.0034545087     -76.0248439149     242.41        0.112        0.188
  405.00     -76.0215407522       0.0036119366     -76.0251526889     253.46        0.110        0.186
  405.50     -76.0219169348       0.0039829800     -76.0258999148     279.49        0.111        0.184
  406.00     -76.0222811466       0.0043378051     -76.0266189517     304.39        0.108        0.186
  406.50     -76.0224241135       0.0044754278     -76.0268995413     314.05        0.114        0.188
  407.00     -76.0222872658       0.0043418568     -76.0266291226     304.68        0.108        0.189
  407.50     -76.0219797454       0.0040457012     -76.0260254466     283.90        0.139        0.181
  408.00     -76.0217022123       0.0037832259     -76.0254854382     265.48        0.127        0.225
  408.50     -76.0216366009       0.0037301708     -76.0253667717     261.75        0.104        0.198
  409.00     -76.0218568088       0.0039546872     -76.0258114961     277.51        0.114        0.198
  409.50     -76.0222918048       0.0043828294     -76.0266746342     307.55        0.116        0.183
  410.00     -76.0227533000       0.0048283044     -76.0275816044     338.81        0.114        0.180
  410.50     -76.0230226072       0.0050794987     -76.0281021059     356.44        0.123        0.200
  411.00     -76.0229662669       0.0050119593     -76.0279782262     351.70        0.115        0.204
  411.50     -76.0226228210       0.0046693761     -76.0272921970     327.66        0.115        0.183
  412.00     -76.0221968586       0.0042532141     -76.0264500726     298.46        0.111        0.194
  412.50     -76.0219411983       0.0040065229     -76.0259477213     281.15        0.104        0.185
  413.00     -76.0219929754       0.0040574753     -76.0260504508     284.72        0.105        0.177
  413.50     -76.0222821312       0.0043348107     -76.0266169419     304.18        0.105        0.181
  414.00     -76.0225859492       0.0046226052     -76.0272085544     324.38        0.116        0.183
  414.50     -76.0226864212       0.0047117777     -76.0273981990     330.64        0.129        0.193
  415.00     -76.0225086287       0.0045325926     -76.0270412214     318.06        0.116        0.181
  415.50     -76.0221517236       0.0041838136     -76.0263355372     293.59        0.123        0.183
  416.00     -76.0218164817       0.0038616848     -76.0256781665     270.98        0.110        0.189
  416.50     -76.0216918034       0.0037487481     -76.0254405515     263.06        0.112        0.181
  417.00     -76.0218612026       0.0039225995     -76.0257838021     275.26        0.128        0.182
  417.50     -76.0222630183       0.0043183775     -76.0265813958     303.03        0.109        0.189
  418.00     -76.0227154518       0.0047557451     -76.0274711970     333.72        0.109        0.200
  418.50     -76.0229996015       0.0050221836     -76.0280217851     352.42        0.117        0.193
  419.00     -76.0229710277       0.0049818451     -76.0279528728     349.59        0.114        0.195
  419.50     -76.0226467406       0.0046572752     -76.0273040158     326.81        0.111        0.180
  420.00     -76.0222082378       0.0042280026     -76.0264362404     296.69        0.105        0.179
  420.50     -76.0218980734       0.0039278648     -76.0258259382     275.63        0.102        0.190
  421.00     -76.0218634969       0.0038953025     -76.0257587995     273.34        0.112        0.196
  421.50     -76.0220576992       0.0040817770     -76.0261394761     286.43        0.125        0.201
  422.00     -76.0222792301       0.0042921566     -76.0265713868     301.19        0.118        0.198
  422.50     -76.0223197784       0.0043269182     -76.0266466967     303.63        0.115        0.183
  423.00     -76.0221032634       0.0041151842     -76.0262184476     288.77        0.114        0.185
  423.50     -76.0217231334       0.0037500322     -76.0254731655     263.15        0.113        0.190
  424.00     -76.0213763655       0.0034238507     -76.0248002162     240.26        0.115        0.193
  424.50     -76.0212538453       0.0033209620     -76.0245748073     233.04        0.105        0.191
  425.00     -76.0214470616       0.0035264993     -76.0249735609     247.46        0.112        0.180
  425.50     -76.0219045431       0.0039850336     -76.0258895768     279.64        0.117        0.194
  426.00     -76.0224502633       0.0045210475     -76.0269713108     317.25        0.113        0.181
  426.50     -76.0228601466       0.0049160401     -76.0277761868     344.97        0.112        0.192
  427.00     -76.0229712992       0.0050155576     -76.0279868569     351.95        0.116        0.187
  427.50     -76.0227751389       0.0048172752     -76.0275924142     338.04        0.110        0.184
  428.00     -76.0224342374       0.0044828361     -76.0269170735     314.57        0.113        0.176
  428.50     -76.0221902182       0.0042455021     -76.0264357204     297.92        0.103        0.180
  429.00     -76.0222040655       0.0042568543     -76.0264609199     298.71        0.102        0.197
  429.50     -76.0224408836       0.0044797245     -76.0269206081     314.35        0.107        0.184
  430.00     -76.0226967452       0.0047168621     -76.0274136073     330.99        0.111        0.179
  430.50     -76.0227497652       0.0047562326     -76.0275059978     333.76        0.122        0.186
  431.00     -76.0225122279       0.0045162758     -76.0270285038     316.92        0.115        0.202
  431.50     -76.0220767919       0.0040897705     -76.0261665625     286.99        0.110        0.179
  432.00     -76.0216500299       0.0036788680     -76.0253288979     258.15        0.122        0.182
  432.50     -76.0214371416       0.0034822438     -76.0249193854     244.36        0.109        0.192
  433.00     -76.0215434080       0.0035987459     -76.0251421539     252.53        0.098        0.196
  433.50     -76.0219276256       0.0039831733     -76.0259107989     279.51        0.113        0.189
  434.00     -76.0224197303       0.0044656509     -76.0268853812     313.36        0.119        0.181
  434.50     -76.0227971400       0.0048289635     -76.0276261036     338.86        0.109        0.189
  435.00     -76.0228957898       0.0049173112     -76.0278131011     345.06        0.112        0.178
  435.50     -76.0227060353       0.0047271060     -76.0274331413     331.71        0.111        0.195
  436.00     -76.0223911587       0.0044202042     -76.0268113629     310.18        0.107        0.181
  436.50     -76.0221922799       0.0042285534     -76.0264208333     296.73        0.111        0.178
  437.00     -76.0222618845       0.0042948348     -76.0265567193     301.38        0.094        0.185
  437.50     -76.0225471871       0.0045642491     -76.0271114362     320.28        0.111        0.183
  438.00     -76.0228254319       0.0048218358     -76.0276472677     338.36        0.109        0.192
  438.50     -76.0228670952       0.0048484152     -76.0277155104     340.22        0.114        0.198
  439.00     -76.0225895796       0.0045676088     -76.0271571884     320.52        0.124        0.193
  439.50     -76.0220963540       0.0040830213     -76.0261793754     286.51        0.115        0.208
  440.00     -76.0216035224       0.0036065287     -76.0252100512     253.08        0.117        0.194
  440.50     -76.0213228269       0.0033436059     -76.0246664328     234.63        0.116        0.181
  441.00     -76.0213650275       0.0033987101     -76.0247637376     238.50        0.103        0.176
  441.50     -76.0216949877       0.0037325314     -76.0254275191     261.92        0.110        0.178
  442.00     -76.0221481451       0.0041803725     -76.0263285176     293.35        0.108        0.169
  442.50     -76.0225043678       0.0045270899     -76.0270314577     317.68        0.108        0.170
  443.00     -76.0225977988       0.0046149602     -76.0272127591     323.84        0.111        0.176
  443.50     -76.0224156228       0.0044373590     -76.0268529818     311.38        0.111        0.188
  444.00     -76.0221223548       0.0041573782     -76.0262797329     291.73        0.116        0.218
  444.50     -76.0219673659       0.0040146027     -76.0259819687     281.71        0.124        0.214
  445.00     -76.0221123110       0.0041596889     -76.0262719999     291.89        0.117        0.214
  445.50     -76.0225027886       0.0045355849     -76.0270383735     318.27        0.109        0.186
  446.00     -76.0228995476       0.0049106660     -76.0278102136     344.59        0.123        0.184
  446.50     -76.0230486444       0.0050420067     -76.0280906511     353.81        0.117        0.185
  447.00     -76.0228479410       0.0048343677     -76.0276823087     339.24        0.118        0.180
  447.50     -76.0223935917       0.0043845164     -76.0267781081     307.67        0.119        0.186
  448.00     -76.0219059570       0.0039088838     -76.0258148408     274.30        0.116        0.197
  448.50     -76.0216070782       0.0036234218     -76.0252305000     254.26        0.112        0.186
  449.00     -76.0216177695       0.0036427536     -76.0252605231     255.62        0.107        0.180
  449.50     -76.0219083299       0.0039330312     -76.0258413611     275.99        0.114        0.182
  450.00     -76.0223130966       0.0043287594     -76.0266418560     303.76        0.112        0.190
  450.50     -76.0226064683       0.0046098714     -76.0272163397     323.49        0.112        0.179
  451.00     -76.0226192462       0.0046161435     -76.0272353897     323.93        0.114        0.197
  451.50     -76.0223463582       0.0043492567     -76.0266956149     305.20        0.113        0.184
  452.00     -76.0219746399       0.0039941228     -76.0259687626     280.28        0.116        0.195
  452.50     -76.0217804681       0.0038157612     -76.0255962293     267.76        0.112        0.185
  453.00     -76.0219379914       0.0039759387     -76.0259139300     279.00        0.106        0.185
  453.50     -76.0223805069       0.0044052171     -76.0267857240     309.12        0.117        0.203
  454.00     -76.0228424549       0.0048463816     -76.0276888365     340.08        0.115        0.191
  454.50     -76.0230495283       0.0050364597     -76.0280859880     353.42        0.123        0.192
  455.00     -76.0228938650       0.0048741800     -76.0277680450     342.03        0.117        0.190
  455.50     -76.0224749999       0.0044593320     -76.0269343319     312.92        0.121        0.198
  456.00     -76.0220169911       0.0040119789     -76.0260289700     281.53        0.116        0.206
  456.50     -76.0217416910       0.0037480668     -76.0254897578     263.01        0.108        0.195
  457.00     -76.0217663279       0.0037789141     -76.0255452420     265.17        0.108        0.182
  457.50     -76.0220565153       0.0040662641     -76.0261227794     285.34        0.109        0.186
  458.00     -76.0224427225       0.0044410320     -76.0268837546     311.64        0.105        0.191
  458.50     -76.0226972386       0.0046813922     -76.0273786308     328.50        0.119        0.175
  459.00     -76.0226512685       0.0046279585     -76.0272792270     324.75        0.112        0.191
  459.50     -76.0223039660       0.0042870473     -76.0265910133     300.83        0.114        0.190
  460.00     -76.0218514266       0.0038530486     -76.0257044752     270.38        0.117        0.189
  460.50     -76.0215839394       0.0036047707     -76.0251887101     252.95        0.105        0.193
  461.00     -76.0216913064       0.0037191369     -76.0254104433     260.98        0.111        0.185
  461.50     -76.0221189162       0.0041380435     -76.0262569597     290.38        0.117        0.178
  462.00     -76.0226040605       0.0046064141     -76.0272104746     323.24        0.115        0.200
  462.50     -76.0228642671       0.0048527014     -76.0277169685     340.52        0.113        0.190
  463.00     -76.0227764455       0.0047603955     -76.0275368410     334.05        0.111        0.193
  463.50     -76.0224252042       0.0044145232     -76.0268397274     309.78        0.109        0.179
  464.00     -76.0220260034       0.0040266769     -76.0260526803     282.56        0.109        0.176
  464.50     -76.0218000569       0.0038121688     -76.0256122257     267.51        0.105        0.188
  465.00     -76.0218692114       0.0038867646     -76.0257559760     272.74        0.109        0.196
  465.50     -76.0222037215       0.0042166057     -76.0264203272     295.89        0.116        0.180
  466.00     -76.0226335535       0.0046319525     -76.0272655060     325.03        0.122        0.185
  466.50     -76.0229228027       0.0049029602     -76.0278257629     344.05        0.116        0.183
  467.00     -76.0228892570       0.0048574989     -76.0277467559     340.86        0.120        0.183
  467.50     -76.0225211800       0.0044919710     -76.0270131511     315.21        0.119        0.182
  468.00     -76.0220147370       0.0040015021     -76.0260162391     280.79        0.118        0.181
  468.50     -76.0216725834       0.0036772498     -76.0253498332     258.04        0.104        0.195
  469.00     -76.0217013191       0.0037126059     -76.0254139250     260.52        0.105        0.186
  469.50     -76.0220585299       0.0040616123     -76.0261201422     285.01        0.112        0.193
  470.00     -76.0224872933       0.0044751298     -76.0269624231     314.03        0.107        0.212
  470.50     -76.0227084148       0.0046848002     -76.0273932151     328.74        0.120        0.208
  471.00     -76.0226021781       0.0045770740     -76.0271792521     321.18        0.113        0.191
  471.50     -76.0222555418       0.0042388230     -76.0264943648     297.45        0.111        0.220
  472.00     -76.0218832691       0.0038805287     -76.0257637978     272.31        0.115        0.185
  472.50     -76.0217022872       0.0037129096     -76.0254151968     260.54        0.113        0.200
  473.00     -76.0218273868       0.0038445090     -76.0256718957     269.78        0.131        0.208
  473.50     -76.0222205695       0.0042332015     -76.0264537710     297.05        0.112        0.190
  474.00     -76.0227044962       0.0047020443     -76.0274065404     329.95        0.115        0.184
  474.50     -76.0230389968       0.0050170701     -76.0280560670     352.06        0.111        0.194
  475.00     -76.0230411356       0.0050054141     -76.0280465497     351.24        0.105        0.175
  475.50     -76.0226990971       0.0046632017     -76.0273622988     327.23        0.112        0.174
  476.00     -76.0222042115       0.0041807284     -76.0263849399     293.37        0.109        0.220
  476.50     -76.0218476351       0.0038384250     -76.0256860602     269.35        0.114        0.208
  477.00     -76.0218257911       0.0038208855     -76.0256466766     268.12        0.106        0.214
  477.50     -76.0221008595       0.0040873868     -76.0261882462     286.82        0.125        0.214
  478.00     -76.0224375305       0.0044100499     -76.0268475804     309.46        0.114        0.179
  478.50     -76.0225817860       0.0045447643     -76.0271265503     318.92        0.106        0.188
  479.00     -76.0224268513       0.0043904740     -76.0268173253     308.09        0.122        0.205
  479.50     -76.0220571657       0.0040316114     -76.0260887771     282.91        0.116        0.189
  480.00     -76.0216774638       0.0036688265     -76.0253462904     257.45        0.101        0.173
  480.50     -76.0214968765       0.0035050915     -76.0250019680     245.96        0.110        0.185
  481.00     -76.0216297432       0.0036483081     -76.0252780513     256.01        0.100        0.193
  481.50     -76.0220442556       0.0040621284     -76.0261063840     285.05        0.109        0.183
  482.00     -76.0225713144       0.0045772598     -76.0271485743     321.20        0.113        0.176
  482.50     -76.0229751825       0.0049635078     -76.0279386903     348.30        0.112        0.185
  483.00     -76.0230688040       0.0050433793     -76.0281121834     353.91        0.118        0.178
  483.50     -76.0228264121       0.0047989404     -76.0276253524     336.75        0.137        0.187
  484.00     -76.0224192796       0.0044008311     -76.0268201107     308.82        0.111        0.183
  484.50     -76.0221201306       0.0041117733     -76.0262319038     288.53        0.112        0.187
  485.00     -76.0221162227       0.0041078517     -76.0262240744     288.26        0.100        0.179
  485.50     -76.0223726448       0.0043517442     -76.0267243890     305.37        0.105        0.182
  486.00     -76.0226659744       0.0046274696     -76.0272934440     324.72        0.110        0.191
  486.50     -76.0227554759       0.0047043296     -76.0274598055     330.11        0.113        0.182
  487.00     -76.0225438848       0.0044909501     -76.0270348348     315.14        0.106        0.188
  487.50     -76.0221204618       0.0040767334     -76.0261971952     286.07        0.109        0.195
  488.00     -76.0216917073       0.0036641320     -76.0253558393     257.12        0.125        0.185
  488.50     -76.0214670518       0.0034563477     -76.0249233995     242.54        0.110        0.188
