 =======================================================================================

                     LuAIMD: An ab initio molecular dynamics program

                                 Author: Yun-ting Bu

 =======================================================================================

 Basis: 6-31G**
 Charge =  0   Spin multiplicity = 1

 Cartesian coordinates (in Angstroms):

   Atom           X                 Y                 Z       
  ------  ----------------  ----------------  ----------------
    O        0.00000000        0.00000000         0.12091400
    H        0.00000000        0.75666800        -0.48365800
    H        0.00000000       -0.75666800        -0.48365800

=======================================
          Molecular Dynamics
=======================================

 Nstep=  1000
 Time=   500.00 fs
 Velocity initialization: Maxwell-Boltzmann distribution, at   298.15 K.
 MD intergral method: Velocity_Verlet
 Thermostat: Berendsen
 Bath temperature:   298.15 K
 Relaxation time:  30.00 fs
 Cartesian coordinates will be given in: pos.xyz.
 Bond length and bond angle you have chosen will be given in: mole_geom.dat.

------MD step------

time(fs)     Etot(Hartree)      Ekin(Hartree)      Epot(Hartree)      T(K)      t_scf(s)     t_grad(s)
  151.00     -76.0219739558       0.0042397546     -76.0262137104     297.51        0.117        0.174
  151.50     -76.0215562997       0.0038355156     -76.0253918154     269.15        0.114        0.209
  152.00     -76.0213977964       0.0036884670     -76.0250862634     258.83        0.091        0.189
  152.50     -76.0215663432       0.0038602591     -76.0254266023     270.88        0.117        0.197
  153.00     -76.0219627643       0.0042493237     -76.0262120880     298.18        0.114        0.180
  153.50     -76.0223669263       0.0046387756     -76.0270057019     325.51        0.119        0.179
  154.00     -76.0225477420       0.0048058397     -76.0273535817     337.24        0.113        0.195
  154.50     -76.0223928849       0.0046471507     -76.0270400356     326.10        0.111        0.192
  155.00     -76.0219871916       0.0042509427     -76.0262381343     298.30        0.125        0.182
  155.50     -76.0214212492       0.0038596526     -76.0252809018     270.84        0.080        0.187
  156.00     -76.0214334097       0.0037280397     -76.0251614494     261.60        0.106        0.182
  156.50     -76.0216631356       0.0039577589     -76.0256208944     277.72        0.104        0.188
  157.00     -76.0221406897       0.0044209364     -76.0265616261     310.23        0.110        0.185
  157.50     -76.0225783702       0.0048386953     -76.0274170656     339.54        0.109        0.177
  158.00     -76.0227188029       0.0049648888     -76.0276836918     348.40        0.116        0.189
  158.50     -76.0224941747       0.0047377462     -76.0272319209     332.46        0.155        0.201
  159.00     -76.0220475823       0.0042993638     -76.0263469461     301.70        0.117        0.187
  159.50     -76.0216305194       0.0038956075     -76.0255261269     273.36        0.114        0.187
  160.00     -76.0214620717       0.0037383751     -76.0252004468     262.33        0.106        0.183
  160.50     -76.0216242883       0.0039035438     -76.0255278321     273.92        0.110        0.187
  161.00     -76.0220277879       0.0042989958     -76.0263267837     301.67        0.112        0.183
  161.50     -76.0224536874       0.0047085196     -76.0271622070     330.41        0.113        0.182
  162.00     -76.0226582459       0.0048963185     -76.0275545644     343.59        0.110        0.184
  162.50     -76.0225017275       0.0047324009     -76.0272341284     332.08        0.111        0.184
  163.00     -76.0220397542       0.0042779342     -76.0263176884     300.19        0.110        0.186
  163.50     -76.0215141266       0.0037712326     -76.0252853592     264.64        0.106        0.194
  164.00     -76.0212232322       0.0034990018     -76.0247222339     245.53        0.107        0.188
  164.50     -76.0213328936       0.0036150931     -76.0249479866     253.68        0.103        0.188
  165.00     -76.0217559833       0.0040297018     -76.0257856850     282.77        0.110        0.185
  165.50     -76.0222078401       0.0044665805     -76.0266744205     313.43        0.121        0.211
  166.00     -76.0224057731       0.0046546512     -76.0270604243     326.63        0.115        0.181
  166.50     -76.0222513263       0.0045017780     -76.0267531043     315.90        0.114        0.190
  167.00     -76.0218680323       0.0041305042     -76.0259985365     289.85        0.109        0.207
  167.50     -76.0215033871       0.0037825982     -76.0252859854     265.43        0.121        0.203
  168.00     -76.0213849044       0.0036781708     -76.0250630752     258.11        0.111        0.196
  168.50     -76.0216088090       0.0039068247     -76.0255156337     274.15        0.114        0.243
  169.00     -76.0220971167       0.0043870975     -76.0264842141     307.85        0.119        0.211
  169.50     -76.0226304744       0.0049014958     -76.0275319702     343.95        0.126        0.221
  170.00     -76.0229463958       0.0051952129     -76.0281416087     364.56        0.127        0.210
  170.50     -76.0228705263       0.0051046356     -76.0279751619     358.20        0.148        0.189
  171.00     -76.0224243928       0.0046590771     -76.0270834699     326.94        0.111        0.186
  171.50     -76.0218410478       0.0040901272     -76.0259311750     287.01        0.113        0.179
  172.00     -76.0214476358       0.0037132263     -76.0251608621     260.57        0.105        0.180
  172.50     -76.0214575176       0.0037279074     -76.0251854251     261.60        0.112        0.198
  173.00     -76.0218133307       0.0040729116     -76.0258862423     285.81        0.126        0.183
  173.50     -76.0222250293       0.0044673321     -76.0266923613     313.48        0.110        0.182
  174.00     -76.0223863467       0.0046178801     -76.0270042268     324.05        0.118        0.185
  174.50     -76.0221838434       0.0044179141     -76.0266017575     310.01        0.114        0.175
  175.00     -76.0217445669       0.0039931103     -76.0257376772     280.21        0.114        0.179
  175.50     -76.0213312167       0.0035998523     -76.0249310690     252.61        0.107        0.184
  176.00     -76.0211879793       0.0034744123     -76.0246623916     243.81        0.108        0.246
  176.50     -76.0214229625       0.0037177298     -76.0251406922     260.88        0.113        0.229
  177.00     -76.0219620803       0.0042515258     -76.0262136061     298.34        0.121        0.203
  177.50     -76.0225795187       0.0048511037     -76.0274306224     340.41        0.114        0.264
  178.00     -76.0229950077       0.0052435381     -76.0282385458     367.95        0.140        0.269
  178.50     -76.0230089221       0.0052404667     -76.0282493888     367.74        0.127        0.189
  179.00     -76.0226213508       0.0048508682     -76.0274722190     340.40        0.110        0.179
  179.50     -76.0220602135       0.0043017293     -76.0263619429     301.86        0.118        0.206
  180.00     -76.0216630453       0.0039183241     -76.0255813694     274.96        0.119        0.183
  180.50     -76.0216530299       0.0039096346     -76.0255626645     274.35        0.106        0.174
  181.00     -76.0219714030       0.0042138866     -76.0261852896     295.70        0.109        0.220
  181.50     -76.0223239963       0.0045472018     -76.0268711981     319.09        0.133        0.224
  182.00     -76.0224095194       0.0046214675     -76.0270309870     324.30        0.125        0.216
  182.50     -76.0221268775       0.0043420016     -76.0264688791     304.69        0.124        0.264
  183.00     -76.0216138359       0.0038450227     -76.0254588586     269.81        0.122        0.219
  183.50     -76.0211385910       0.0033925299     -76.0245311209     238.06        0.113        0.212
  184.00     -76.0209489459       0.0032244655     -76.0241734114     226.27        0.115        0.215
  184.50     -76.0211588493       0.0034473327     -76.0246061820     241.91        0.116        0.180
  185.00     -76.0217020117       0.0039899930     -76.0256920047     279.99        0.116        0.183
  185.50     -76.0223575818       0.0046318477     -76.0269894295     325.03        0.122        0.210
  186.00     -76.0228419062       0.0050958839     -76.0279377901     357.59        0.129        0.281
  186.50     -76.0229421012       0.0051803553     -76.0281224565     363.52        0.213        0.223
  187.00     -76.0226409273       0.0048773723     -76.0275182996     342.26        0.117        0.215
  187.50     -76.0221553492       0.0044033977     -76.0265587469     309.00        0.121        0.206
  188.00     -76.0218235226       0.0040840230     -76.0259075457     286.59        0.132        0.231
  188.50     -76.0218732658       0.0041321220     -76.0260053879     289.96        0.103        0.193
  189.00     -76.0222417234       0.0044817853     -76.0267235087     314.50        0.105        0.181
  189.50     -76.0226201298       0.0048355170     -76.0274556468     339.32        0.132        0.234
  190.00     -76.0226934728       0.0048926475     -76.0275861203     343.33        0.122        0.224
  190.50     -76.0223588637       0.0045574038     -76.0269162675     319.80        0.116        0.221
  191.00     -76.0217653623       0.0039775134     -76.0257428758     279.11        0.115        0.214
  191.50     -76.0211990628       0.0034328457     -76.0246319085     240.89        0.122        0.197
  192.00     -76.0209248551       0.0031802632     -76.0241051183     223.17        0.109        0.186
  192.50     -76.0210681012       0.0033373888     -76.0244054901     234.19        0.105        0.192
  193.00     -76.0215656935       0.0038359214     -76.0254016149     269.18        0.113        0.203
  193.50     -76.0221913152       0.0044496890     -76.0266410042     312.24        0.121        0.267
  194.00     -76.0226515128       0.0048922619     -76.0275437747     343.30        0.118        0.202
  194.50     -76.0227295644       0.0049587315     -76.0276882959     347.97        0.124        0.223
  195.00     -76.0224213425       0.0046542341     -76.0270755765     326.60        0.119        0.220
  195.50     -76.0219716548       0.0042211716     -76.0261928264     296.21        0.115        0.210
  196.00     -76.0217367070       0.0040004711     -76.0257371781     280.72        0.122        0.220
  196.50     -76.0219246744       0.0041847484     -76.0261094228     293.65        0.109        0.230
  197.00     -76.0224207702       0.0046583409     -76.0270791111     326.89        0.129        0.233
  197.50     -76.0228721361       0.0050817851     -76.0279539212     356.60        0.127        0.208
  198.00     -76.0229567189       0.0051475480     -76.0281042670     361.22        0.122        0.203
  198.50     -76.0225927881       0.0047802651     -76.0273730532     335.44        0.115        0.197
  199.00     -76.0219531286       0.0041511738     -76.0261043024     291.30        0.117        0.230
  199.50     -76.0213355690       0.0035523131     -76.0248878821     249.27        0.147        0.203
  200.00     -76.0210056566       0.0032417891     -76.0242474457     227.48        0.119        0.231
  200.50     -76.0210856174       0.0033345058     -76.0244201231     233.99        0.118        0.214
  201.00     -76.0215113890       0.0037614423     -76.0252728313     263.95        0.113        0.180
  201.50     -76.0220601092       0.0042999785     -76.0263600878     301.74        0.115        0.208
  202.00     -76.0224458926       0.0046712924     -76.0271171850     327.80        0.125        0.226
  202.50     -76.0224630382       0.0046813873     -76.0271444255     328.50        0.123        0.239
  203.00     -76.0221206433       0.0043481658     -76.0264688091     305.12        0.125        0.213
  203.50     -76.0216753271       0.0039249790     -76.0256003061     275.42        0.109        0.209
  204.00     -76.0214879402       0.0037564593     -76.0252443995     263.60        0.115        0.199
  204.50     -76.0217602353       0.0040281816     -76.0257884169     282.67        0.108        0.187
  205.00     -76.0223613475       0.0046082017     -76.0269695493     323.37        0.109        0.249
  205.50     -76.0229188130       0.0051375182     -76.0280563312     360.51        0.130        0.209
  206.00     -76.0230939813       0.0052922386     -76.0283862199     371.37        0.120        0.232
  206.50     -76.0227953728       0.0049876525     -76.0277830253     349.99        0.117        0.179
  207.00     -76.0221941731       0.0043937992     -76.0265879723     308.32        0.123        0.217
  207.50     -76.0215935071       0.0038082602     -76.0254017672     267.23        0.105        0.176
  208.00     -76.0212673440       0.0034976196     -76.0247649636     245.44        0.104        0.175
  208.50     -76.0213442830       0.0035830480     -76.0249273310     251.43        0.109        0.207
  209.00     -76.0217599165       0.0039951277     -76.0257550442     280.35        0.119        0.217
  209.50     -76.0222825158       0.0045027045     -76.0267852203     315.96        0.122        0.213
  210.00     -76.0226126790       0.0048144489     -76.0274271280     337.84        0.124        0.196
  210.50     -76.0225379724       0.0047310693     -76.0272690417     331.99        0.119        0.180
  211.00     -76.0220811630       0.0042848890     -76.0263660520     300.68        0.118        0.221
  211.50     -76.0215341077       0.0037634059     -76.0252975136     264.09        0.119        0.211
  212.00     -76.0212931780       0.0035445559     -76.0248377339     248.73        0.112        0.210
  212.50     -76.0215682079       0.0038210452     -76.0253892531     268.13        0.106        0.173
  213.00     -76.0222062534       0.0044398193     -76.0266460727     311.55        0.118        0.248
  213.50     -76.0228085431       0.0050164112     -76.0278249543     352.01        0.130        0.201
  214.00     -76.0230275715       0.0052175396     -76.0282451111     366.13        0.123        0.204
  214.50     -76.0227769884       0.0049625682     -76.0277395566     348.23        0.123        0.211
  215.00     -76.0222322694       0.0044252814     -76.0266575508     310.53        0.135        0.222
  215.50     -76.0216920317       0.0038987997     -76.0255908314     273.59        0.118        0.194
  216.00     -76.0214183451       0.0036381336     -76.0250564787     255.30        0.110        0.205
  216.50     -76.0215255609       0.0037506951     -76.0252762560     263.19        0.102        0.191
  217.00     -76.0219378348       0.0041562399     -76.0260940747     291.65        0.118        0.184
  217.50     -76.0224191490       0.0046201138     -76.0270392628     324.20        0.116        0.197
  218.00     -76.0226760107       0.0048575414     -76.0275335521     340.86        0.112        0.188
  218.50     -76.0225116537       0.0046850475     -76.0271967012     328.76        0.116        0.181
  219.00     -76.0219678164       0.0041534195     -76.0261212360     291.45        0.114        0.188
  219.50     -76.0213474264       0.0035607215     -76.0249081479     249.86        0.114        0.190
  220.00     -76.0210446917       0.0032831295     -76.0243278212     230.38        0.110        0.198
  220.50     -76.0212642815       0.0035090266     -76.0247733081     246.24        0.109        0.184
  221.00     -76.0218598152       0.0040916791     -76.0259514943     287.12        0.112        0.227
  221.50     -76.0224490032       0.0046617028     -76.0271107060     327.12        0.118        0.197
  222.00     -76.0226945280       0.0048948345     -76.0275893625     343.48        0.113        0.215
  222.50     -76.0225041114       0.0047043126     -76.0272084240     330.11        0.119        0.217
  223.00     -76.0220370642       0.0042480567     -76.0262851209     298.10        0.176        0.210
  223.50     -76.0215778088       0.0038051915     -76.0253830003     267.02        0.117        0.222
  224.00     -76.0213834930       0.0036257104     -76.0250092034     254.42        0.117        0.197
  224.50     -76.0215720698       0.0038202722     -76.0253923420     268.08        0.108        0.182
  225.00     -76.0220736908       0.0043141782     -76.0263878690     302.74        0.112        0.205
  225.50     -76.0226535978       0.0048735710     -76.0275271688     341.99        0.122        0.176
  226.00     -76.0230098313       0.0052051118     -76.0282149431     365.25        0.114        0.208
  226.50     -76.0229278792       0.0051080319     -76.0280359112     358.44        0.123        0.213
  227.00     -76.0224291796       0.0046137623     -76.0270429419     323.76        0.133        0.247
  227.50     -76.0218034054       0.0040081294     -76.0258115348     281.26        0.122        0.217
  228.00     -76.0214443908       0.0036677134     -76.0251121043     257.37        0.116        0.184
  228.50     -76.0215689578       0.0037936199     -76.0253625778     266.21        0.110        0.188
  229.00     -76.0220524743       0.0042611133     -76.0263135876     299.01        0.114        0.182
  229.50     -76.0225381930       0.0047260702     -76.0272642632     331.64        0.112        0.178
  230.00     -76.0227089515       0.0048838010     -76.0275927525     342.71        0.122        0.224
  230.50     -76.0224805020       0.0046550739     -76.0271355759     326.66        0.117        0.216
  231.00     -76.0220079261       0.0041932715     -76.0262011976     294.25        0.121        0.216
  231.50     -76.0215639316       0.0037655951     -76.0253295267     264.24        0.123        0.218
  232.00     -76.0213917471       0.0036079887     -76.0249997358     253.18        0.110        0.209
  232.50     -76.0215967603       0.0038185973     -76.0254153576     267.96        0.105        0.180
  233.00     -76.0221006704       0.0043145802     -76.0264152506     302.76        0.110        0.207
  233.50     -76.0226677760       0.0048615817     -76.0275293577     341.15        0.120        0.245
  234.00     -76.0230054462       0.0051757296     -76.0281811758     363.19        0.139        0.254
  234.50     -76.0229160512       0.0050724199     -76.0279884711     355.94        0.125        0.210
  235.00     -76.0224324913       0.0045931080     -76.0270255992     322.31        0.112        0.184
  235.50     -76.0218325653       0.0040111391     -76.0258437044     281.47        0.115        0.181
  236.00     -76.0214727854       0.0036675376     -76.0251403230     257.36        0.108        0.178
  236.50     -76.0215353146       0.0037316608     -76.0252669754     261.86        0.107        0.196
  237.00     -76.0218986393       0.0040828383     -76.0259814776     286.50        0.116        0.191
  237.50     -76.0222472398       0.0044166399     -76.0266638797     309.93        0.116        0.209
  238.00     -76.0223084404       0.0044711636     -76.0267796040     313.75        0.111        0.190
  238.50     -76.0220163988       0.0041851910     -76.0262015898     293.68        0.110        0.182
  239.00     -76.0215180973       0.0037044267     -76.0252225241     259.95        0.112        0.179
  239.50     -76.0210689301       0.0032791353     -76.0243480654     230.10        0.112        0.186
  240.00     -76.0209017002       0.0031348519     -76.0240365521     219.98        0.109        0.182
  240.50     -76.0211247441       0.0033723349     -76.0244970790     236.64        0.109        0.180
  241.00     -76.0216734204       0.0039217307     -76.0255951511     275.20        0.117        0.193
  241.50     -76.0223284899       0.0045640933     -76.0268925833     320.27        0.117        0.188
  242.00     -76.0228066659       0.0050235721     -76.0278302380     352.52        0.117        0.184
  242.50     -76.0229030497       0.0051071167     -76.0280101664     358.38        0.119        0.174
  243.00     -76.0226224048       0.0048277499     -76.0274501547     338.77        0.113        0.183
  243.50     -76.0222010416       0.0044183475     -76.0266193891     310.05        0.108        0.178
  244.00     -76.0219602395       0.0041864414     -76.0261466809     293.77        0.112        0.172
  244.50     -76.0220725000       0.0042928677     -76.0263653676     301.24        0.103        0.198
  245.00     -76.0224347769       0.0046354003     -76.0270701772     325.28        0.108        0.197
  245.50     -76.0227611511       0.0049387322     -76.0276998833     346.56        0.110        0.179
  246.00     -76.0227988732       0.0049609416     -76.0277598147     348.12        0.113        0.185
  246.50     -76.0224853481       0.0046446172     -76.0271299653     325.92        0.108        0.173
  247.00     -76.0219606311       0.0041291187     -76.0260897498     289.75        0.110        0.172
  247.50     -76.0214720740       0.0036570029     -76.0251290769     256.62        0.114        0.185
  248.00     -76.0212477473       0.0034492472     -76.0246969945     242.04        0.110        0.174
  248.50     -76.0213950198       0.0036058707     -76.0250008905     253.03        0.113        0.194
  249.00     -76.0218524377       0.0040605876     -76.0259130253     284.94        0.112        0.192
  249.50     -76.0224099777       0.0046040738     -76.0270140514     323.08        0.110        0.180
  250.00     -76.0228015386       0.0049776374     -76.0277791761     349.29        0.116        0.176
  250.50     -76.0228448599       0.0050098941     -76.0278547540     351.56        0.109        0.190
  251.00     -76.0225608645       0.0047282608     -76.0272891253     331.79        0.111        0.177
  251.50     -76.0221786252       0.0043572467     -76.0265358720     305.76        0.118        0.178
  252.00     -76.0219852983       0.0041711487     -76.0261564469     292.70        0.105        0.198
  252.50     -76.0221148161       0.0042942019     -76.0264090180     301.33        0.107        0.190
  253.00     -76.0224505477       0.0046112684     -76.0270618161     323.58        0.111        0.178
  253.50     -76.0227217862       0.0048613444     -76.0275831307     341.13        0.108        0.183
  254.00     -76.0226975193       0.0048233743     -76.0275208935     338.47        0.108        0.178
  254.50     -76.0223236670       0.0044486092     -76.0267722762     312.17        0.113        0.181
  255.00     -76.0217347755       0.0038716147     -76.0256063902     271.68        0.110        0.181
  255.50     -76.0211691500       0.0033265770     -76.0244957269     233.43        0.111        0.172
  256.00     -76.0208521421       0.0030322003     -76.0238843424     212.78        0.113        0.174
  256.50     -76.0208994840       0.0030970549     -76.0239965390     217.33        0.106        0.184
  257.00     -76.0212686781       0.0034736256     -76.0247423037     243.75        0.110        0.178
  257.50     -76.0217739311       0.0039760708     -76.0257500020     279.01        0.115        0.170
  258.00     -76.0221695935       0.0043648121     -76.0265344056     306.29        0.114        0.182
  258.50     -76.0222791597       0.0044727354     -76.0267518951     313.86        0.112        0.180
  259.00     -76.0221076107       0.0043106035     -76.0264182143     302.48        0.110        0.174
  259.50     -76.0218525914       0.0040721036     -76.0259246949     285.75        0.121        0.214
  260.00     -76.0217751593       0.0040065116     -76.0257816709     281.15        0.111        0.191
  260.50     -76.0220072724       0.0042360515     -76.0262433239     297.25        0.115        0.185
  261.00     -76.0224505742       0.0046625422     -76.0271131164     327.18        0.107        0.196
  261.50     -76.0228497174       0.0050391510     -76.0278888683     353.61        0.105        0.185
  262.00     -76.0229686769       0.0051398680     -76.0281085449     360.68        0.115        0.184
  262.50     -76.0227316698       0.0048951357     -76.0276268056     343.50        0.115        0.178
  263.00     -76.0222505928       0.0044177669     -76.0266683597     310.00        0.112        0.186
  263.50     -76.0217518092       0.0039305617     -76.0256823709     275.82        0.116        0.202
  264.00     -76.0214606033       0.0036524832     -76.0251130866     256.30        0.119        0.206
  264.50     -76.0214990630       0.0036987557     -76.0251978187     259.55        0.113        0.204
  265.00     -76.0218321082       0.0040296606     -76.0258617688     282.77        0.112        0.188
  265.50     -76.0222801271       0.0044659867     -76.0267461138     313.39        0.143        0.187
  266.00     -76.0226022949       0.0047734067     -76.0273757016     334.96        0.117        0.211
  266.50     -76.0226264882       0.0047894709     -76.0274159592     336.09        0.147        0.188
  267.00     -76.0223622395       0.0045296728     -76.0268919123     317.86        0.121        0.188
  267.50     -76.0220124547       0.0041932311     -76.0262056858     294.25        0.112        0.202
  268.00     -76.0218467608       0.0040382477     -76.0258850085     283.37        0.108        0.180
  268.50     -76.0220117948       0.0042012108     -76.0262130057     294.81        0.107        0.204
  269.00     -76.0224250936       0.0045985220     -76.0270236157     322.69        0.115        0.191
  269.50     -76.0228352061       0.0049861155     -76.0278213216     349.89        0.118        0.185
  270.00     -76.0229908894       0.0051226270     -76.0281135164     359.47        0.114        0.184
  270.50     -76.0227899517       0.0049126562     -76.0277026079     344.73        0.111        0.194
  271.00     -76.0223211151       0.0044464118     -76.0267675269     312.01        0.120        0.196
  271.50     -76.0217992872       0.0039356249     -76.0257349121     276.17        0.119        0.193
  272.00     -76.0214502740       0.0036001483     -76.0250504224     252.63        0.125        0.182
  272.50     -76.0214056182       0.0035650450     -76.0249706632     250.17        0.109        0.191
  273.00     -76.0216457782       0.0038063421     -76.0254521203     267.10        0.119        0.185
  273.50     -76.0220091809       0.0041626268     -76.0261718078     292.10        0.114        0.213
  274.00     -76.0222689935       0.0044128291     -76.0266818226     309.66        0.117        0.217
  274.50     -76.0222543830       0.0043950597     -76.0266494427     308.41        0.116        0.186
  275.00     -76.0219593774       0.0041094972     -76.0260688746     288.37        0.115        0.180
  275.50     -76.0215645692       0.0037344670     -76.0252990362     262.06        0.109        0.194
  276.00     -76.0213335872       0.0035233938     -76.0248569811     247.24        0.103        0.178
  276.50     -76.0214387470       0.0036378291     -76.0250765761     255.27        0.108        0.179
  277.00     -76.0218407170       0.0040349293     -76.0258756463     283.14        0.105        0.192
  277.50     -76.0223147048       0.0044952231     -76.0268099279     315.44        0.106        0.181
  278.00     -76.0226003318       0.0047677383     -76.0273680701     334.56        0.125        0.182
  278.50     -76.0225609975       0.0047231927     -76.0272841903     331.44        0.112        0.190
  279.00     -76.0222499279       0.0044168366     -76.0266667645     309.94        0.112        0.176
  279.50     -76.0218622266       0.0040408000     -76.0259030266     283.55        0.109        0.192
  280.00     -76.0216222022       0.0038134018     -76.0254356040     267.59        0.119        0.198
  280.50     -76.0216713276       0.0038694768     -76.0255408044     271.53        0.113        0.185
  281.00     -76.0220016907       0.0041964176     -76.0261981083     294.47        0.117        0.196
  281.50     -76.0224563200       0.0046371034     -76.0270934234     325.40        0.125        0.191
  282.00     -76.0227999171       0.0049619324     -76.0277618495     348.19        0.122        0.206
  282.50     -76.0228394117       0.0049874191     -76.0278268307     349.98        0.127        0.197
  283.00     -76.0225412089       0.0046877840     -76.0272289930     328.95        0.117        0.185
  283.50     -76.0220706554       0.0042282810     -76.0262989364     296.71        0.115        0.182
  284.00     -76.0217059093       0.0038781063     -76.0255840157     272.14        0.110        0.186
  284.50     -76.0216633940       0.0038421510     -76.0255055450     269.61        0.108        0.182
  285.00     -76.0219527207       0.0041245793     -76.0260773000     289.43        0.105        0.189
  285.50     -76.0223717439       0.0045274540     -76.0268991979     317.70        0.109        0.181
  286.00     -76.0226477025       0.0047877665     -76.0274354689     335.97        0.113        0.185
  286.50     -76.0226149328       0.0047479341     -76.0273628669     333.17        0.113        0.188
  287.00     -76.0223038263       0.0044406232     -76.0267444496     311.61        0.122        0.208
  287.50     -76.0219020417       0.0040503292     -76.0259523710     284.22        0.119        0.211
  288.00     -76.0216383833       0.0037996423     -76.0254380256     266.63        0.120        0.223
  288.50     -76.0216640916       0.0038330504     -76.0254971420     268.97        0.151        0.218
  289.00     -76.0219817442       0.0041482704     -76.0261300147     291.09        0.111        0.205
  289.50     -76.0224424385       0.0045958164     -76.0270382548     322.50        0.114        0.218
  290.00     -76.0228121794       0.0049466976     -76.0277588770     347.12        0.135        0.224
  290.50     -76.0228868676       0.0050059213     -76.0278927889     351.28        0.120        0.224
  291.00     -76.0226080559       0.0047233606     -76.0273314166     331.45        0.129        0.217
  291.50     -76.0221125928       0.0042374618     -76.0263500546     297.35        0.111        0.230
  292.00     -76.0216669374       0.0038074299     -76.0254743673     267.18        0.131        0.247
  292.50     -76.0215062169       0.0036570698     -76.0251632867     256.62        0.146        0.237
  293.00     -76.0216793882       0.0038286609     -76.0255080490     268.67        0.111        0.194
  293.50     -76.0220181462       0.0041569010     -76.0261750471     291.70        0.109        0.174
  294.00     -76.0222601565       0.0043888530     -76.0266490094     307.98        0.110        0.174
  294.50     -76.0222294514       0.0043567701     -76.0265862215     305.72        0.121        0.222
  295.00     -76.0219392086       0.0040762255     -76.0260154341     286.04        0.121        0.205
  295.50     -76.0215648457       0.0037194363     -76.0252842820     261.00        0.115        0.183
  296.00     -76.0213330746       0.0035067270     -76.0248398016     246.07        0.149        0.210
  296.50     -76.0214025390       0.0035896217     -76.0249921607     251.89        0.111        0.186
  297.00     -76.0217877836       0.0039771583     -76.0257649419     279.09        0.111        0.182
  297.50     -76.0223486454       0.0045276775     -76.0268763229     317.72        0.111        0.202
  298.00     -76.0228482759       0.0050084542     -76.0278567300     351.45        0.119        0.218
  298.50     -76.0230631808       0.0052048401     -76.0282680208     365.24        0.120        0.199
  299.00     -76.0229030162       0.0050356824     -76.0279386985     353.37        0.112        0.200
  299.50     -76.0224758277       0.0046123292     -76.0270881569     323.66        0.117        0.223
  300.00     -76.0220412596       0.0041884227     -76.0262296823     293.91        0.116        0.222
  300.50     -76.0218543133       0.0040074029     -76.0258617161     281.21        0.109        0.209
  301.00     -76.0219929356       0.0041394913     -76.0261324270     290.48        0.108        0.184
  301.50     -76.0223030957       0.0044333963     -76.0267364920     311.10        0.109        0.177
  302.00     -76.0225155135       0.0046301320     -76.0271456455     324.91        0.112        0.180
  302.50     -76.0224396465       0.0045484581     -76.0269881045     319.18        0.126        0.184
  303.00     -76.0220823195       0.0041980829     -76.0262804024     294.59        0.123        0.211
  303.50     -76.0216253341       0.0037575682     -76.0253829023     263.68        0.112        0.193
  304.00     -76.0213095472       0.0034611676     -76.0247707148     242.88        0.116        0.190
  304.50     -76.0213089208       0.0034754578     -76.0247843786     243.88        0.110        0.192
  305.00     -76.0216502933       0.0038214061     -76.0254716995     268.16        0.108        0.189
  305.50     -76.0222004471       0.0043637725     -76.0265642196     306.22        0.110        0.180
  306.00     -76.0227225731       0.0048692641     -76.0275918372     341.69        0.128        0.196
  306.50     -76.0229857899       0.0051154103     -76.0281012002     358.96        0.114        0.184
  307.00     -76.0228870478       0.0050083165     -76.0278953643     351.44        0.115        0.178
  307.50     -76.0225219580       0.0046470804     -76.0271690384     326.10        0.106        0.208
  308.00     -76.0221430804       0.0042781357     -76.0264212160     300.21        0.112        0.194
  308.50     -76.0220017135       0.0041408292     -76.0261425427     290.57        0.101        0.193
  309.00     -76.0221687919       0.0042984838     -76.0264672757     301.63        0.107        0.191
  309.50     -76.0224798884       0.0045903439     -76.0270702324     322.11        0.112        0.191
  310.00     -76.0226607673       0.0047533031     -76.0274140703     333.55        0.117        0.200
  310.50     -76.0225266207       0.0046120685     -76.0271386892     323.64        0.127        0.190
  311.00     -76.0220961504       0.0041881633     -76.0262843137     293.89        0.124        0.190
  311.50     -76.0215619016       0.0036709852     -76.0252328868     257.60        0.121        0.201
  312.00     -76.0211719694       0.0033022382     -76.0244742076     231.73        0.116        0.186
  312.50     -76.0211063927       0.0032546662     -76.0243610589     228.39        0.106        0.190
  313.00     -76.0213994293       0.0035564414     -76.0249558707     249.56        0.116        0.212
  313.50     -76.0219257196       0.0040796311     -76.0260053506     286.28        0.115        0.218
  314.00     -76.0224527759       0.0045945975     -76.0270473734     322.41        0.125        0.200
  314.50     -76.0227469635       0.0048756471     -76.0276226106     342.14        0.113        0.214
  315.00     -76.0226961271       0.0048197843     -76.0275159114     338.22        0.113        0.179
  315.50     -76.0223869372       0.0045174331     -76.0269043703     317.00        0.108        0.175
  316.00     -76.0220706108       0.0042135744     -76.0262841852     295.68        0.111        0.176
  316.50     -76.0220041848       0.0041524729     -76.0261566577     291.39        0.106        0.177
  317.00     -76.0222608055       0.0043988121     -76.0266596176     308.67        0.107        0.181
  317.50     -76.0226651514       0.0047808960     -76.0274460474     335.49        0.109        0.179
  318.00     -76.0229219330       0.0050153835     -76.0279373165     351.94        0.113        0.183
  318.50     -76.0228277259       0.0049093071     -76.0277370330     344.50        0.109        0.174
  319.00     -76.0223947978       0.0044784054     -76.0268732032     314.26        0.113        0.179
  319.50     -76.0218221576       0.0039188762     -76.0257410339     275.00        0.128        0.230
