 =======================================================================================

                     LuAIMD: An ab initio molecular dynamics program

                                 Author: Yun-ting Bu

 =======================================================================================

 Basis: sto-3g
 Charge =  0   Spin multiplicity = 1

 Cartesian coordinates (in Angstroms):

   Atom           X                 Y                 Z       
  ------  ----------------  ----------------  ----------------
    N       -1.48586000        0.53067000         0.00000000
    H       -0.46586000        0.53067000         0.00000000
    H       -1.82586000       -0.25302000         0.55735000
    H       -1.82586000        0.43982000        -0.95736000

=======================================
          Molecular Dynamics
=======================================

 Nstep=  1000
 Time=   500.00 fs
 Velocity initialization: Maxwell-Boltzmann distribution, at   298.15 K.
 MD intergral method: Velocity_Verlet
 Thermostat: Berendsen
 Bath temperature:   298.15 K
 Relaxation time:  30.00 fs
 Cartesian coordinates will be given in: pos.xyz.
 Bond length and bond angle you have chosen will be given in: mole_geom.dat.

------MD step------

time(fs)     Etot(Hartree)      Ekin(Hartree)      Epot(Hartree)      T(K)      t_scf(s)     t_grad(s)
  338.00     -55.5050065503       0.0073061628     -55.4596394830     384.52        0.008        0.195
  338.50     -55.5056422007       0.0078676374     -55.4595330530     414.07        0.009        0.194
  339.00     -55.5059346746       0.0080869456     -55.4585991754     425.61        0.009        0.194
  339.50     -55.5055872680       0.0076822507     -55.4563750119     404.31        0.009        0.193
  340.00     -55.5045974070       0.0066596732     -55.4529861358     350.49        0.009        0.194
  340.50     -55.5032205566       0.0052775219     -55.4490606234     277.75        0.009        0.194
  341.00     -55.5018419638       0.0039189096     -55.4454610991     206.25        0.009        0.194
  341.50     -55.5008371984       0.0029526391     -55.4429973986     155.39        0.008        0.193
  342.00     -55.5004648453       0.0026266603     -55.4422085569     138.24        0.009        0.194
  342.50     -55.5007991493       0.0030029241     -55.4432288046     158.04        0.008        0.193
  343.00     -55.5016984186       0.0039296261     -55.4457256173     206.81        0.009        0.196
  343.50     -55.5028325792       0.0050731649     -55.4489611993     267.00        0.010        0.194
  344.00     -55.5037888369       0.0060264886     -55.4520158210     317.17        0.019        0.193
  344.50     -55.5042341880       0.0064699911     -55.4541229088     340.51        0.009        0.194
  345.00     -55.5040816307       0.0063304908     -55.4550065491     333.17        0.008        0.194
  345.50     -55.5035714830       0.0058521056     -55.4550462043     307.99        0.008        0.194
  346.00     -55.5031795390       0.0054982911     -55.4550985639     289.37        0.009        0.196
  346.50     -55.5033503103       0.0056911382     -55.4559793404     299.52        0.008        0.194
  347.00     -55.5042011250       0.0065315116     -55.4578932303     343.75        0.010        0.192
  347.50     -55.5054169987       0.0077057941     -55.4602367099     405.55        0.009        0.194
  348.00     -55.5064320453       0.0086644820     -55.4619532685     456.00        0.008        0.201
  348.50     -55.5067572817       0.0089382643     -55.4621674102     470.41        0.011        0.194
  349.00     -55.5062231585       0.0083717223     -55.4606487653     440.60        0.008        0.195
  349.50     -55.5050206638       0.0071619878     -55.4578797623     376.93        0.009        0.193
  350.00     -55.5035780024       0.0057361014     -55.4547989618     301.89        0.009        0.197
  350.50     -55.5023726240       0.0045642653     -55.4524178561     240.21        0.008        0.195
  351.00     -55.5017604983       0.0039909175     -55.4514753423     210.04        0.008        0.191
  351.50     -55.5018637898       0.0041254891     -55.4522123513     217.12        0.008        0.191
  352.00     -55.5025303038       0.0048062565     -55.4542927298     252.95        0.009        0.193
  352.50     -55.5033768250       0.0056483870     -55.4568955290     297.27        0.008        0.194
  353.00     -55.5039234240       0.0061812062     -55.4589922153     325.31        0.010        0.197
  353.50     -55.5037955170       0.0060484301     -55.4597574985     318.32        0.009        0.193
  354.00     -55.5029308231       0.0052061228     -55.4589843160     273.99        0.008        0.192
  354.50     -55.5016803334       0.0040098241     -55.4572827299     211.03        0.008        0.195
  355.00     -55.5006853973       0.0030834348     -55.4558363081     162.28        0.008        0.194
  355.50     -55.5005289148       0.0029794160     -55.4557217647     156.80        0.009        0.191
  356.00     -55.5013580754       0.0038240106     -55.4571833916     201.25        0.009        0.192
  356.50     -55.5027679597       0.0052154760     -55.4594220005     274.49        0.008        0.196
  357.00     -55.5040798287       0.0064943993     -55.4611434344     341.79        0.010        0.194
  357.50     -55.5047745901       0.0071592825     -55.4614001806     376.79        0.008        0.195
  358.00     -55.5047407853       0.0071054957     -55.4600688875     373.96        0.009        0.193
  358.50     -55.5042328109       0.0065854308     -55.4577587991     346.59        0.009        0.191
  359.00     -55.5036591496       0.0060020550     -55.4553836691     315.88        0.009        0.192
  359.50     -55.5033690968       0.0056990409     -55.4537293931     299.94        0.009        0.191
  360.00     -55.5035317206       0.0058406379     -55.4532045653     307.39        0.008        0.200
  360.50     -55.5041122551       0.0063882868     -55.4537861639     336.21        0.009        0.204
  361.00     -55.5049106390       0.0071402232     -55.4550918071     375.78        0.008        0.195
  361.50     -55.5056315432       0.0078035679     -55.4565190809     410.70        0.009        0.195
  362.00     -55.5059742738       0.0080858015     -55.4574283272     425.55        0.009        0.192
  362.50     -55.5057379487       0.0077988232     -55.4573574194     410.45        0.011        0.194
  363.00     -55.5049200739       0.0069525100     -55.4562229326     365.90        0.008        0.207
  363.50     -55.5037571733       0.0057880579     -55.4544055287     304.62        0.009        0.193
  364.00     -55.5026513996       0.0047002811     -55.4526111310     247.37        0.009        0.193
  364.50     -55.5019832873       0.0040543048     -55.4515116245     213.37        0.009        0.196
  365.00     -55.5019081430       0.0039927140     -55.4513570470     210.13        0.009        0.192
  365.50     -55.5022792548       0.0043671449     -55.4518360464     229.84        0.010        0.194
  366.00     -55.5027646577       0.0048533859     -55.4523097333     255.43        0.009        0.193
  366.50     -55.5030696971       0.0051652411     -55.4522453206     271.84        0.008        0.194
  367.00     -55.5030947434       0.0052057897     -55.4515188380     273.98        0.009        0.194
  367.50     -55.5029371028       0.0050695272     -55.4504113514     266.81        0.009        0.191
  368.00     -55.5027825827       0.0049378817     -55.4493873787     259.88        0.009        0.192
  368.50     -55.5027905495       0.0049670574     -55.4488583675     261.41        0.008        0.196
  369.00     -55.5030372044       0.0052311838     -55.4490589960     275.31        0.008        0.196
  369.50     -55.5035136479       0.0057190753     -55.4500317838     300.99        0.009        0.196
  370.00     -55.5041436300       0.0063518499     -55.4516537394     334.29        0.009        0.196
  370.50     -55.5047996855       0.0070005959     -55.4536647836     368.44        0.009        0.193
  371.00     -55.5053235298       0.0075088253     -55.4557098766     395.18        0.009        0.193
  371.50     -55.5055672049       0.0077343725     -55.4574262044     407.05        0.008        0.195
  372.00     -55.5054563283       0.0076106506     -55.4585760213     400.54        0.008        0.198
  372.50     -55.5050459776       0.0071978776     -55.4591649547     378.82        0.009        0.192
  373.00     -55.5045176857       0.0066755782     -55.4594437970     351.33        0.008        0.195
  373.50     -55.5040856968       0.0062494808     -55.4597333515     328.91        0.010        0.191
  374.00     -55.5038546392       0.0060167744     -55.4601569381     316.66        0.009        0.195
  374.50     -55.5037445722       0.0058995167     -55.4605055927     310.49        0.009        0.193
  375.00     -55.5035727058       0.0057254357     -55.4604041208     301.33        0.011        0.190
  375.50     -55.5032339051       0.0053975011     -55.4596615239     284.07        0.009        0.189
  376.00     -55.5028032747       0.0049876144     -55.4584648560     262.49        0.008        0.190
  376.50     -55.5024556747       0.0046600174     -55.4572177018     245.25        0.009        0.194
  377.00     -55.5022961521       0.0045131782     -55.4562063332     237.52        0.010        0.193
  377.50     -55.5022817621       0.0045065846     -55.4554402884     237.18        0.009        0.187
  378.00     -55.5022922162       0.0045261820     -55.4547784792     238.21        0.010        0.190
  378.50     -55.5022480173       0.0044958848     -55.4541480145     236.61        0.010        0.195
  379.00     -55.5021626349       0.0044283432     -55.4536373162     233.06        0.009        0.193
  379.50     -55.5021125034       0.0043972506     -55.4534310599     231.42        0.009        0.190
  380.00     -55.5021787805       0.0044813020     -55.4536918120     235.85        0.008        0.191
  380.50     -55.5024108632       0.0047280829     -55.4544870162     248.84        0.009        0.190
  381.00     -55.5028217410       0.0051482995     -55.4557819658     270.95        0.008        0.191
  381.50     -55.5033929720       0.0057196092     -55.4574555831     301.02        0.008        0.191
  382.00     -55.5040643516       0.0063771438     -55.4592902966     335.62        0.009        0.197
  382.50     -55.5047131794       0.0069965854     -55.4609453928     368.22        0.008        0.192
  383.00     -55.5051662551       0.0074102617     -55.4619958603     390.00        0.009        0.189
  383.50     -55.5052835609       0.0074896016     -55.4621077492     394.17        0.009        0.192
  384.00     -55.5050784292       0.0072564661     -55.4612767086     381.90        0.009        0.195
  384.50     -55.5047561895       0.0069126957     -55.4599010122     363.81        0.009        0.201
  385.00     -55.5045848731       0.0067131514     -55.4585280871     353.31        0.009        0.194
  385.50     -55.5046793897       0.0067635141     -55.4574368123     355.96        0.008        0.196
  386.00     -55.5049015342       0.0069297741     -55.4564435835     364.71        0.009        0.195
  386.50     -55.5049730093       0.0069467090     -55.4551155090     365.60        0.010        0.197
  387.00     -55.5046840025       0.0066162021     -55.4531648727     348.21        0.010        0.193
  387.50     -55.5040188420       0.0059280688     -55.4506813914     311.99        0.008        0.194
  388.00     -55.5031392304       0.0050444375     -55.4480863146     265.48        0.008        0.193
  388.50     -55.5022850905       0.0042029866     -55.4459257452     221.20        0.009        0.194
  389.00     -55.5016745150       0.0036180693     -55.4446650557     190.42        0.009        0.195
  389.50     -55.5014443614       0.0034215169     -55.4445679316     180.07        0.010        0.193
  390.00     -55.5016310705       0.0036435607     -55.4456590446     191.76        0.009        0.195
  390.50     -55.5021732003       0.0042160109     -55.4477337137     221.89        0.009        0.196
  391.00     -55.5029226324       0.0049852200     -55.4503904293     262.37        0.009        0.195
  391.50     -55.5036670253       0.0057374882     -55.4530907399     301.96        0.009        0.193
  392.00     -55.5041815576       0.0062534044     -55.4552781221     329.11        0.008        0.194
  392.50     -55.5043255680       0.0064031515     -55.4565814933     336.99        0.009        0.195
  393.00     -55.5041547298       0.0062506470     -55.4570411422     328.97        0.009        0.195
  393.50     -55.5039510723       0.0060730073     -55.4571656561     319.62        0.008        0.199
  394.00     -55.5040740063       0.0062107893     -55.4576382790     326.87        0.009        0.192
  394.50     -55.5046839453       0.0068068813     -55.4587816720     358.24        0.008        0.194
  395.00     -55.5055713504       0.0076521431     -55.4602308092     402.73        0.009        0.193
  395.50     -55.5062750965       0.0083024741     -55.4611613856     436.95        0.009        0.196
  396.00     -55.5063895907       0.0083713229     -55.4608779878     440.58        0.009        0.194
  396.50     -55.5057965409       0.0077515703     -55.4592545076     407.96        0.009        0.207
  397.00     -55.5046851929       0.0066356289     -55.4567618739     349.23        0.009        0.193
  397.50     -55.5034201751       0.0053863532     -55.4541964075     283.48        0.009        0.195
  398.00     -55.5023781811       0.0043753593     -55.4523476439     230.27        0.009        0.196
  398.50     -55.5018276451       0.0038630987     -55.4517543962     203.31        0.009        0.192
  399.00     -55.5018643737       0.0039353572     -55.4525759797     207.11        0.009        0.193
  399.50     -55.5023884163       0.0044825748     -55.4545497006     235.91        0.009        0.195
  400.00     -55.5031182355       0.0052182325     -55.4570284847     274.63        0.009        0.195
  400.50     -55.5036594522       0.0057524558     -55.4591323979     302.75        0.008        0.194
  401.00     -55.5036476280       0.0057367388     -55.4600468318     301.92        0.008        0.203
  401.50     -55.5029533664       0.0050626467     -55.4594368351     266.44        0.009        0.194
  402.00     -55.5018535646       0.0040163350     -55.4577825958     211.38        0.009        0.195
  402.50     -55.5009873767       0.0032189976     -55.4562840745     169.41        0.009        0.196
  403.00     -55.5009947061       0.0032731261     -55.4561518738     172.26        0.010        0.195
  403.50     -55.5020385466       0.0043167856     -55.4576895543     227.19        0.008        0.193
  404.00     -55.5036428433       0.0058815575     -55.4599935855     309.54        0.009        0.193
  404.50     -55.5050431717       0.0072280177     -55.4616340871     380.40        0.009        0.194
  405.00     -55.5056936040       0.0078289743     -55.4616341632     412.03        0.008        0.196
  405.50     -55.5055056745       0.0076026578     -55.4599305168     400.12        0.009        0.196
  406.00     -55.5047655940       0.0068355345     -55.4572020035     359.75        0.009        0.194
  406.50     -55.5039135092       0.0059656944     -55.4544216460     313.97        0.009        0.193
  407.00     -55.5033467829       0.0053864521     -55.4524546943     283.48        0.008        0.196
  407.50     -55.5033027043       0.0053286181     -55.4518172710     280.44        0.009        0.197
  408.00     -55.5038100457       0.0058131181     -55.4525765684     305.94        0.010        0.198
  408.50     -55.5046888450       0.0066537381     -55.4543516294     350.18        0.009        0.198
  409.00     -55.5055942383       0.0075047541     -55.4564062724     394.97        0.009        0.194
  409.50     -55.5061121727       0.0079610250     -55.4578500520     418.98        0.008        0.195
  410.00     -55.5059106753       0.0077084523     -55.4579481420     405.69        0.009        0.196
  410.50     -55.5049175039       0.0066939110     -55.4564788026     352.30        0.008        0.196
  411.00     -55.5034349183       0.0052278578     -55.4539619016     275.14        0.009        0.193
  411.50     -55.5020633532       0.0038976385     -55.4515071374     205.13        0.009        0.191
  412.00     -55.5013971224       0.0032698102     -55.4502220211     172.09        0.010        0.192
  412.50     -55.5016620796       0.0035495048     -55.4505161747     186.81        0.009        0.194
  413.00     -55.5025800082       0.0044589810     -55.4518492479     234.67        0.008        0.198
  413.50     -55.5035833369       0.0054451741     -55.4531523232     286.58        0.009        0.192
  414.00     -55.5041848434       0.0060343225     -55.4535438535     317.58        0.008        0.193
  414.50     -55.5042044489       0.0060527529     -55.4527660999     318.55        0.009        0.195
  415.00     -55.5037676207       0.0056273228     -55.4511726134     296.16        0.010        0.192
  415.50     -55.5031733633       0.0050558682     -55.4494559618     266.09        0.009        0.193
  416.00     -55.5027473365       0.0046605872     -55.4483447743     245.28        0.008        0.193
  416.50     -55.5027344898       0.0046801780     -55.4483805867     246.31        0.009        0.193
  417.00     -55.5032350725       0.0052063457     -55.4497838636     274.01        0.009        0.195
  417.50     -55.5041741764       0.0061554948     -55.4523905822     323.96        0.009        0.193
  418.00     -55.5053056723       0.0072763521     -55.4556628430     382.95        0.010        0.194
  418.50     -55.5062633259       0.0082052451     -55.4587989365     431.84        0.009        0.194
  419.00     -55.5066732008       0.0085806449     -55.4609677542     451.59        0.009        0.194
  419.50     -55.5063205253       0.0082065263     -55.4616492307     431.90        0.008        0.195
  420.00     -55.5053077701       0.0071992402     -55.4609510870     378.89        0.009        0.212
  420.50     -55.5040761260       0.0059959803     -55.4596507995     315.56        0.010        0.200
  421.00     -55.5031890154       0.0051381608     -55.4587730942     270.42        0.009        0.195
  421.50     -55.5029689390       0.0049273924     -55.4588903515     259.32        0.009        0.192
  422.00     -55.5032823769       0.0052294033     -55.4597154997     275.22        0.009        0.196
  422.50     -55.5036791514       0.0056098361     -55.4603781436     295.24        0.009        0.193
  423.00     -55.5037438559       0.0056681045     -55.4601068661     298.31        0.008        0.193
  423.50     -55.5033397846       0.0052724116     -55.4587017708     277.48        0.009        0.194
  424.00     -55.5026101150       0.0045640895     -55.4565319389     240.20        0.008        0.197
  424.50     -55.5018354525       0.0038201447     -55.4542466874     201.05        0.009        0.194
  425.00     -55.5012895040       0.0033103018     -55.4524793255     174.22        0.009        0.193
  425.50     -55.5011541839       0.0032112668     -55.4516681863     169.01        0.008        0.195
  426.00     -55.5014844116       0.0035713279     -55.4519783696     187.96        0.008        0.198
  426.50     -55.5021990289       0.0043029819     -55.4532775717     226.46        0.008        0.194
  427.00     -55.5030973026       0.0052025616     -55.4551661518     273.81        0.009        0.194
  427.50     -55.5039154985       0.0060095016     -55.4570914318     316.28        0.008        0.194
  428.00     -55.5044282142       0.0065071839     -55.4585530929     342.47        0.010        0.195
  428.50     -55.5045652242       0.0066342360     -55.4593383346     349.15        0.010        0.194
  429.00     -55.5044688833       0.0065337201     -55.4596383220     343.86        0.008        0.194
  429.50     -55.5044140070       0.0064702782     -55.4598968066     340.53        0.008        0.193
  430.00     -55.5046082778       0.0066392945     -55.4604316101     349.42        0.009        0.194
  430.50     -55.5050292681       0.0070163411     -55.4611317318     369.26        0.009        0.193
  431.00     -55.5054538229       0.0073877317     -55.4615250477     388.81        0.010        0.194
  431.50     -55.5056449503       0.0075271977     -55.4611458246     396.15        0.010        0.194
  432.00     -55.5055089482       0.0073453633     -55.4598416244     386.58        0.009        0.196
  432.50     -55.5051060400       0.0069020170     -55.4577936350     363.25        0.008        0.192
  433.00     -55.5045625314       0.0063233326     -55.4553409428     332.79        0.008        0.193
  433.50     -55.5039912925       0.0057243080     -55.4528159004     301.27        0.009        0.192
  434.00     -55.5034692765       0.0051846299     -55.4504877342     272.86        0.008        0.194
  434.50     -55.5030506938       0.0047595211     -55.4485752494     250.49        0.009        0.191
  435.00     -55.5027765438       0.0044884974     -55.4472533806     236.23        0.009        0.192
  435.50     -55.5026647522       0.0043865246     -55.4466236461     230.86        0.009        0.189
  436.00     -55.5026935341       0.0044292954     -55.4466742114     233.11        0.009        0.193
  436.50     -55.5028017585       0.0045551591     -55.4472773001     239.73        0.009        0.192
  437.00     -55.5029202340       0.0046963675     -55.4482518043     247.17        0.008        0.190
  437.50     -55.5030222060       0.0048272078     -55.4494673213     254.05        0.008        0.191
  438.00     -55.5031538883       0.0049910448     -55.4509115573     262.67        0.009        0.193
  438.50     -55.5034032671       0.0052681721     -55.4526394717     277.26        0.008        0.188
  439.00     -55.5038113858       0.0056916974     -55.4546136688     299.55        0.008        0.197
  439.50     -55.5043011252       0.0061833486     -55.4565811981     325.42        0.009        0.189
  440.00     -55.5047091293       0.0065867478     -55.4581484414     346.66        0.008        0.192
  440.50     -55.5049099583       0.0067846042     -55.4590286946     357.07        0.009        0.191
  441.00     -55.5049148348       0.0067898159     -55.4592348745     357.34        0.009        0.191
  441.50     -55.5048469856       0.0067207226     -55.4590301048     353.71        0.009        0.193
  442.00     -55.5048230302       0.0066889311     -55.4586941416     352.03        0.009        0.191
  442.50     -55.5048569509       0.0067087213     -55.4583309521     353.07        0.008        0.194
  443.00     -55.5048646908       0.0067013016     -55.4578687424     352.68        0.008        0.193
  443.50     -55.5047446217       0.0065711206     -55.4572055801     345.83        0.008        0.192
  444.00     -55.5044537798       0.0062788358     -55.4563466636     330.45        0.008        0.191
  444.50     -55.5040278808       0.0058609596     -55.4554330655     308.46        0.009        0.203
  445.00     -55.5035522709       0.0054021014     -55.4546764949     284.31        0.011        0.193
  445.50     -55.5031217575       0.0049958431     -55.4542751386     262.93        0.008        0.196
  446.00     -55.5028170285       0.0047208299     -55.4543652409     248.45        0.009        0.197
  446.50     -55.5026950040       0.0046298291     -55.4550033964     243.66        0.009        0.196
  447.00     -55.5027701103       0.0047307703     -55.4561349915     248.98        0.009        0.193
  447.50     -55.5029773049       0.0049530734     -55.4575322436     260.68        0.009        0.193
  448.00     -55.5031537696       0.0051352663     -55.4587737520     270.26        0.010        0.192
  448.50     -55.5031020296       0.0050904074     -55.4593833921     267.90        0.009        0.194
  449.00     -55.5027390337       0.0047482031     -55.4591306201     249.89        0.008        0.195
  449.50     -55.5022220651       0.0042685518     -55.4582770802     224.65        0.009        0.194
  450.00     -55.5019074605       0.0039946717     -55.4574936374     210.24        0.010        0.195
  450.50     -55.5021244032       0.0042353809     -55.4574201053     222.90        0.009        0.195
  451.00     -55.5029281428       0.0050335579     -55.4581892706     264.91        0.009        0.192
  451.50     -55.5040412336       0.0061146790     -55.4593152690     321.81        0.009        0.195
  452.00     -55.5050291300       0.0070563475     -55.4600317923     371.37        0.008        0.193
  452.50     -55.5055523803       0.0075312838     -55.4597757620     396.37        0.009        0.194
  453.00     -55.5055131164       0.0074496015     -55.4584647980     392.07        0.008        0.196
  453.50     -55.5050485307       0.0069521102     -55.4564719702     365.88        0.008        0.193
  454.00     -55.5044297295       0.0063103461     -55.4544144759     332.11        0.011        0.193
  454.50     -55.5039433892       0.0058083527     -55.4529097250     305.69        0.009        0.194
  455.00     -55.5037971753       0.0056480846     -55.4523823838     297.25        0.008        0.196
  455.50     -55.5040564912       0.0058874402     -55.4529388859     309.85        0.010        0.198
  456.00     -55.5046137014       0.0064127858     -55.4543120829     337.50        0.009        0.197
  456.50     -55.5052038534       0.0069590063     -55.4559028259     366.25        0.009        0.215
  457.00     -55.5054863173       0.0071939406     -55.4569541921     378.61        0.010        0.195
  457.50     -55.5051896575       0.0068615436     -55.4568488667     361.12        0.010        0.196
  458.00     -55.5042705617       0.0059335564     -55.4554293200     312.28        0.009        0.201
  458.50     -55.5029952175       0.0046810908     -55.4531600046     246.36        0.009        0.193
  459.00     -55.5018590338       0.0035889561     -55.4509696900     188.88        0.008        0.207
  459.50     -55.5013482760       0.0031223658     -55.4497862716     164.33        0.009        0.195
  460.00     -55.5016714577       0.0034716463     -55.4500173761     182.71        0.008        0.194
  460.50     -55.5026360941       0.0044397310     -55.4513172011     233.66        0.009        0.194
  461.00     -55.5037689979       0.0055617540     -55.4528222524     292.71        0.009        0.193
  461.50     -55.5045918714       0.0063719518     -55.4536827697     335.35        0.009        0.193
  462.00     -55.5048492686       0.0066245980     -55.4534986641     348.65        0.009        0.194
  462.50     -55.5045760882       0.0063594713     -55.4524399745     334.69        0.010        0.192
  463.00     -55.5040257127       0.0058303418     -55.4510927281     306.85        0.009        0.191
  463.50     -55.5035366257       0.0053719194     -55.4501844314     282.72        0.008        0.195
  464.00     -55.5034008437       0.0052686227     -55.4503161877     277.28        0.008        0.194
  464.50     -55.5037639044       0.0056560613     -55.4517617977     297.67        0.009        0.197
  465.00     -55.5045686430       0.0064679912     -55.4543586851     340.41        0.008        0.194
  465.50     -55.5055561938       0.0074416238     -55.4575177265     391.65        0.009        0.197
  466.00     -55.5063380961       0.0081934040     -55.4603779583     431.21        0.009        0.196
  466.50     -55.5065383865       0.0083615832     -55.4621001643     440.06        0.011        0.194
  467.00     -55.5059727892       0.0077803870     -55.4622302317     409.48        0.009        0.193
  467.50     -55.5047877583       0.0066086382     -55.4609771121     347.81        0.009        0.195
  468.00     -55.5034535117       0.0053125148     -55.4591983021     279.59        0.009        0.201
  468.50     -55.5025506463       0.0044519707     -55.4579807819     234.30        0.010        0.199
  469.00     -55.5024348216       0.0043595778     -55.4579895047     229.44        0.008        0.194
  469.50     -55.5030048595       0.0049261556     -55.4590233397     259.26        0.009        0.193
  470.00     -55.5037681580       0.0056701474     -55.4601492751     298.42        0.008        0.195
  470.50     -55.5041652250       0.0060507698     -55.4603344778     318.45        0.008        0.194
  471.00     -55.5038978872       0.0057835236     -55.4590805738     304.38        0.009        0.195
  471.50     -55.5030502047       0.0049565875     -55.4566505631     260.86        0.010        0.195
  472.00     -55.5019896858       0.0039336708     -55.4538629823     207.03        0.009        0.191
  472.50     -55.5011641888       0.0031540025     -55.4516802237     165.99        0.008        0.192
  473.00     -55.5009141514       0.0029472454     -55.4508293016     155.11        0.008        0.194
  473.50     -55.5013605305       0.0034238862     -55.4515757298     180.20        0.009        0.194
  474.00     -55.5023757050       0.0044488015     -55.4536632416     234.14        0.008        0.196
  474.50     -55.5036363037       0.0056967564     -55.4564191195     299.82        0.009        0.190
  475.00     -55.5047422900       0.0067732510     -55.4589963360     356.47        0.009        0.192
  475.50     -55.5053682585       0.0073647929     -55.4606811838     387.60        0.008        0.197
  476.00     -55.5054051927       0.0073752137     -55.4611798992     388.15        0.008        0.198
  476.50     -55.5050291016       0.0069857394     -55.4607576818     367.65        0.009        0.192
  477.00     -55.5046278812       0.0065762737     -55.4600980456     346.10        0.009        0.201
  477.50     -55.5045816084       0.0065101717     -55.4598788216     342.63        0.009        0.191
  478.00     -55.5050144265       0.0068993896     -55.4602985254     363.11        0.008        0.197
  478.50     -55.5057026721       0.0075227017     -55.4609088493     395.91        0.009        0.196
  479.00     -55.5062218336       0.0079700690     -55.4609072721     419.46        0.009        0.193
  479.50     -55.5062158922       0.0079013995     -55.4596614032     415.84        0.008        0.191
  480.00     -55.5055885628       0.0072300777     -55.4570763847     380.51        0.008        0.204
  480.50     -55.5045156325       0.0061344101     -55.4536092558     322.85        0.009        0.201
  481.00     -55.5033229489       0.0049383209     -55.4500173360     259.90        0.009        0.197
  481.50     -55.5023357875       0.0039631308     -55.4470491356     208.58        0.010        0.193
  482.00     -55.5017757621       0.0034253471     -55.4452298223     180.27        0.010        0.193
  482.50     -55.5017217645       0.0033984085     -55.4447760889     178.86        0.008        0.192
  483.00     -55.5021138422       0.0038156648     -55.4455956181     200.82        0.009        0.194
  483.50     -55.5027803003       0.0045004812     -55.4473376892     236.86        0.009        0.197
  484.00     -55.5034868206       0.0052186880     -55.4494929224     274.66        0.008        0.195
  484.50     -55.5040091059       0.0057503299     -55.4515420487     302.64        0.009        0.192
  485.00     -55.5042205232       0.0059758394     -55.4531388986     314.50        0.009        0.198
  485.50     -55.5041624931       0.0059412372     -55.4542581874     312.68        0.009        0.195
  486.00     -55.5040442268       0.0058523510     -55.4552029356     308.00        0.008        0.193
  486.50     -55.5041346154       0.0059662195     -55.4564006093     314.00        0.008        0.194
  487.00     -55.5045828932       0.0064192635     -55.4580625680     337.84        0.008        0.193
  487.50     -55.5052905815       0.0071095124     -55.4599455192     374.17        0.009        0.194
  488.00     -55.5059519692       0.0077400642     -55.4614384895     407.35        0.009        0.195
  488.50     -55.5062466704       0.0080044392     -55.4619392135     421.27        0.009        0.194
  489.00     -55.5060326577       0.0077702054     -55.4612257624     408.94        0.008        0.193
  489.50     -55.5054004956       0.0071300310     -55.4595547174     375.25        0.008        0.195
  490.00     -55.5045824063       0.0063139919     -55.4574742069     332.30        0.009        0.195
  490.50     -55.5038160454       0.0055574285     -55.4555463108     292.48        0.009        0.195
  491.00     -55.5032576021       0.0050150234     -55.4541645662     263.94        0.010        0.191
  491.50     -55.5029644770       0.0047419433     -55.4535083576     249.56        0.009        0.194
  492.00     -55.5029116876       0.0047102498     -55.4535668060     247.90        0.009        0.193
  492.50     -55.5030169952       0.0048348048     -55.4541860644     254.45        0.009        0.201
  493.00     -55.5031576974       0.0049919715     -55.4551002093     262.72        0.009        0.196
  493.50     -55.5032107399       0.0050614586     -55.4560157489     266.38        0.008        0.194
  494.00     -55.5031117523       0.0049834165     -55.4567335871     262.27        0.009        0.190
  494.50     -55.5029059470       0.0048049113     -55.4572551783     252.88        0.009        0.192
  495.00     -55.5027404735       0.0046684321     -55.4577738045     245.70        0.009        0.193
  495.50     -55.5027721245       0.0047211742     -55.4585022767     248.47        0.008        0.190
  496.00     -55.5030409754       0.0049965234     -55.4594380896     262.96        0.010        0.194
  496.50     -55.5034240570       0.0053744060     -55.4602858689     282.85        0.008        0.192
  497.00     -55.5037342091       0.0056769935     -55.4606575062     298.78        0.008        0.190
  497.50     -55.5038803639       0.0058185292     -55.4603842724     306.22        0.009        0.193
  498.00     -55.5039274989       0.0058599302     -55.4596303421     308.40        0.009        0.195
  498.50     -55.5040022541       0.0059202733     -55.4587064854     311.58        0.008        0.189
  499.00     -55.5041592473       0.0060520572     -55.4578059808     318.51        0.008        0.192
  499.50     -55.5043470679       0.0062085984     -55.4569297961     326.75        0.009        0.193
  500.00     -55.5044820131       0.0063123063     -55.4560181832     332.21        0.010        0.192

 MD step has done!

==========================================================

 CPU time:   0 h   3 min 30 sec.
 Normal termination, have a nice day! (^ _ ^)
