 =======================================================================================

                     LuAIMD: An ab initio molecular dynamics program

                                 Author: Yun-ting Bu

 =======================================================================================

 Basis: sto-3g
 Charge =  0   Spin multiplicity = 1

 Cartesian coordinates (in Angstroms):

   Atom           X                 Y                 Z       
  ------  ----------------  ----------------  ----------------
    N       -1.48586000        0.53067000         0.00000000
    H       -0.46586000        0.53067000         0.00000000
    H       -1.82586000       -0.25302000         0.55735000
    H       -1.82586000        0.43982000        -0.95736000

=======================================
          Molecular Dynamics
=======================================

 Nstep=  1000
 Time=   500.00 fs
 Velocity initialization: Maxwell-Boltzmann distribution, at   298.15 K.
 MD intergral method: Velocity_Verlet
 Thermostat: Berendsen
 Bath temperature:   298.15 K
 Relaxation time:  30.00 fs
 Cartesian coordinates will be given in: pos.xyz.
 Bond length and bond angle you have chosen will be given in: mole_geom.dat.

------MD step------

time(fs)     Etot(Hartree)      Ekin(Hartree)      Epot(Hartree)      T(K)      t_scf(s)     t_grad(s)
========   ================   ================   ================   ========   ==========   ==========
    0.00     -55.4999987447       0.0026892680     -55.4558082550     141.53        0.009        0.202
    0.50     -55.5005725679       0.0027013958     -55.4558008149     142.17        0.011        0.187
    1.00     -55.5009586518       0.0031315366     -55.4557646145     164.81        0.010        0.187
    1.50     -55.5011786901       0.0033905049     -55.4552101361     178.44        0.008        0.190
    2.00     -55.5013511448       0.0035933326     -55.4544625893     189.11        0.008        0.191
    2.50     -55.5015932254       0.0038563648     -55.4538518694     202.96        0.008        0.191
    3.00     -55.5019791236       0.0042539330     -55.4536176116     223.88        0.009        0.191
    3.50     -55.5025377682       0.0048140026     -55.4538925070     253.36        0.009        0.193
    4.00     -55.5032528863       0.0055182719     -55.4546933941     290.42        0.009        0.196
    4.50     -55.5040566690       0.0062975895     -55.4559039005     331.44        0.009        0.284
    5.00     -55.5048335664       0.0070374598     -55.4572812298     370.38        0.018        0.226
    5.50     -55.5054486570       0.0076067879     -55.4585152779     400.34        0.009        0.193
    6.00     -55.5057944464       0.0079032746     -55.4593270356     415.94        0.008        0.192
    6.50     -55.5058295894       0.0078898285     -55.4595532637     415.24        0.009        0.193
    7.00     -55.5055809699       0.0075953454     -55.4591608312     399.74        0.009        0.193
    7.50     -55.5051052946       0.0070776048     -55.4581830211     372.49        0.009        0.194
    8.00     -55.5044439192       0.0063809526     -55.4566425401     335.82        0.009        0.193
    8.50     -55.5036168368       0.0055312054     -55.4545482608     291.10        0.009        0.191
    9.00     -55.5026638057       0.0045737164     -55.4519788332     240.71        0.009        0.194
    9.50     -55.5016847224       0.0036094248     -55.4491599202     189.96        0.009        0.192
   10.00     -55.5008243975       0.0027789349     -55.4464306589     146.25        0.009        0.192
   10.50     -55.5002057568       0.0021994940     -55.4441089722     115.76        0.008        0.192
   11.00     -55.4998730504       0.0019122151     -55.4423759221     100.64        0.009        0.194
   11.50     -55.4997948729       0.0018854651     -55.4412754843      99.23        0.010        0.195
   12.00     -55.4999157954       0.0020638845     -55.4408055736     108.62        0.009        0.192
   12.50     -55.5002064927       0.0024161688     -55.4410016400     127.16        0.009        0.182
   13.00     -55.5006739839       0.0029451259     -55.4419421345     155.00        0.011        0.190
   13.50     -55.5013334688       0.0036609013     -55.4436829235     192.67        0.008        0.185
   14.00     -55.5021717152       0.0045459229     -55.4461811467     239.25        0.009        0.187
   14.50     -55.5031300770       0.0055387864     -55.4492640521     291.50        0.008        0.186
   15.00     -55.5041147771       0.0065444644     -55.4526568002     344.43        0.008        0.181
   15.50     -55.5050215189       0.0074581747     -55.4560419057     392.52        0.009        0.188
   16.00     -55.5057528686       0.0081822692     -55.4591062461     430.63        0.008        0.190
   16.50     -55.5062167159       0.0086256670     -55.4615516985     453.96        0.008        0.181
   17.00     -55.5063197184       0.0086997463     -55.4630957326     457.86        0.008        0.182
   17.50     -55.5059892405       0.0083415957     -55.4635253040     439.01        0.008        0.177
   18.00     -55.5052378279       0.0075750113     -55.4628279496     398.67        0.008        0.180
   18.50     -55.5042227992       0.0065623355     -55.4613057657     345.37        0.009        0.180
   19.00     -55.5032141101       0.0055677723     -55.4595063171     293.03        0.008        0.181
   19.50     -55.5024469749       0.0048157397     -55.4579307575     253.45        0.009        0.183
   20.00     -55.5019681688       0.0043484116     -55.4567324442     228.85        0.008        0.180
   20.50     -55.5016225248       0.0040161921     -55.4556864187     211.37        0.009        0.179
   21.00     -55.5011941793       0.0036126030     -55.4544561274     190.13        0.008        0.183
   21.50     -55.5005711028       0.0030312491     -55.4529045972     159.53        0.008        0.177
   22.00     -55.4998084907       0.0023272496     -55.4512098410     122.48        0.008        0.178
   22.50     -55.4990806978       0.0016710878     -55.4497636893      87.95        0.008        0.181
   23.00     -55.4985885501       0.0012578647     -55.4489848424      66.20        0.009        0.182
   23.50     -55.4984841363       0.0012327945     -55.4491684132      64.88        0.008        0.197
   24.00     -55.4988261517       0.0016468271     -55.4503938205      86.67        0.010        0.188
   24.50     -55.4995489978       0.0024269769     -55.4524620100     127.73        0.008        0.187
   25.00     -55.5004664300       0.0033828149     -55.4549156199     178.03        0.008        0.182
   25.50     -55.5013212467       0.0042596011     -55.4571542502     224.18        0.008        0.183
   26.00     -55.5018848502       0.0048385427     -55.4586442427     254.65        0.008        0.186
   26.50     -55.5020930432       0.0050665999     -55.4591928221     266.65        0.010        0.187
   27.00     -55.5021357364       0.0051347293     -55.4591234491     270.24        0.010        0.183
   27.50     -55.5023804471       0.0053952469     -55.4591230257     283.95        0.009        0.182
   28.00     -55.5031122517       0.0061120922     -55.4597374676     321.67        0.008        0.185
   28.50     -55.5042794740       0.0072256223     -55.4608855108     380.28        0.008        0.184
   29.00     -55.5054906126       0.0083556289     -55.4618576014     439.75        0.008        0.183
   29.50     -55.5062713705       0.0090469751     -55.4618124718     476.13        0.008        0.181
   30.00     -55.5063427277       0.0090366693     -55.4603137908     475.59        0.008        0.182
   30.50     -55.5057294654       0.0083538862     -55.4575214743     439.66        0.008        0.181
   31.00     -55.5046739889       0.0072478233     -55.4540332609     381.45        0.009        0.185
   31.50     -55.5035040846       0.0060457699     -55.4505885950     318.18        0.008        0.184
   32.00     -55.5025039724       0.0050302272     -55.4478147216     264.74        0.009        0.180
   32.50     -55.5018445167       0.0043681027     -55.4460803888     229.89        0.008        0.189
   33.00     -55.5015585299       0.0040869458     -55.4454459220     215.09        0.008        0.183
   33.50     -55.5015474626       0.0040836180     -55.4456795380     214.92        0.008        0.182
   34.00     -55.5016136240       0.0041590694     -55.4463274852     218.89        0.009        0.186
   34.50     -55.5015228364       0.0040831501     -55.4468474191     214.89        0.010        0.182
   35.00     -55.5011013238       0.0036913789     -55.4468104799     194.27        0.009        0.189
   35.50     -55.5003498566       0.0029945344     -55.4461349383     157.60        0.008        0.189
   36.00     -55.4995185320       0.0022444737     -55.4452371691     118.12        0.008        0.194
   36.50     -55.4990577121       0.0018774216     -55.4449353111      98.81        0.008        0.193
   37.00     -55.4994049691       0.0023040963     -55.4460322562     121.26        0.008        0.185
   37.50     -55.5006839103       0.0036250931     -55.4487353604     190.79        0.008        0.186
   38.00     -55.5025492734       0.0054919534     -55.4523706934     289.04        0.009        0.189
   38.50     -55.5043691510       0.0072871004     -55.4557421021     383.51        0.010        0.185
   39.00     -55.5055796547       0.0084645115     -55.4578161860     445.48        0.009        0.189
   39.50     -55.5059363920       0.0087922107     -55.4582044642     462.73        0.008        0.185
   40.00     -55.5055455352       0.0083827504     -55.4572133168     441.18        0.009        0.184
   40.50     -55.5047382659       0.0075695595     -55.4555843293     398.38        0.008        0.187
   41.00     -55.5039045877       0.0067414034     -55.4541539376     354.79        0.008        0.184
   41.50     -55.5033588455       0.0062077795     -55.4535779929     326.71        0.008        0.201
   42.00     -55.5032556000       0.0061154902     -55.4541602836     321.85        0.009        0.183
   42.50     -55.5035501366       0.0064120235     -55.4557751219     337.46        0.008        0.186
   43.00     -55.5040019610       0.0068521055     -55.4578791633     360.62        0.009        0.181
   43.50     -55.5042347733       0.0070633179     -55.4596426431     371.74        0.008        0.189
   44.00     -55.5038701039       0.0066829698     -55.4602281098     351.72        0.009        0.189
   44.50     -55.5027270974       0.0055522065     -55.4591944805     292.21        0.008        0.193
   45.00     -55.5010079494       0.0038875966     -55.4568647572     204.60        0.009        0.192
   45.50     -55.4993059443       0.0022724714     -55.4543358792     119.60        0.009        0.185
   46.00     -55.4983152854       0.0013685423     -55.4529086810      72.03        0.009        0.192
   46.50     -55.4983868757       0.0014976556     -55.4532270784      78.82        0.008        0.187
   47.00     -55.4992757897       0.0024129991     -55.4547962570     126.99        0.008        0.184
   47.50     -55.5003150114       0.0034673536     -55.4563382289     182.48        0.008        0.181
   48.00     -55.5009182652       0.0040916110     -55.4567657150     215.34        0.008        0.182
   48.50     -55.5008967707       0.0041019206     -55.4557937630     215.88        0.010        0.195
   49.00     -55.5004408506       0.0036861767     -55.4538972196     194.00        0.009        0.187
   49.50     -55.4999274108       0.0032166879     -55.4519208380     169.29        0.008        0.181
   50.00     -55.4997278240       0.0030589775     -55.4506871178     160.99        0.009        0.180
   50.50     -55.5000846075       0.0034478773     -55.4507420528     181.46        0.008        0.183
   51.00     -55.5010494713       0.0044263101     -55.4522250530     232.95        0.008        0.185
   51.50     -55.5024692783       0.0058339684     -55.4548363766     307.04        0.010        0.185
   52.00     -55.5040232065       0.0073483859     -55.4579123274     386.74        0.009        0.182
   52.50     -55.5053149439       0.0085800772     -55.4606149468     451.56        0.008        0.182
   53.00     -55.5060147147       0.0092136021     -55.4622214965     484.90        0.008        0.183
   53.50     -55.5060119466       0.0091532278     -55.4624322064     481.73        0.008        0.181
   54.00     -55.5054892682       0.0085866754     -55.4615196417     451.91        0.008        0.181
   54.50     -55.5048265623       0.0078851747     -55.4601455489     414.99        0.009        0.182
   55.00     -55.5043551081       0.0073670073     -55.4588908664     387.72        0.009        0.254
   55.50     -55.5041413467       0.0070956661     -55.4578477590     373.44        0.012        0.208
   56.00     -55.5039860120       0.0068815912     -55.4566263034     362.17        0.010        0.195
   56.50     -55.5036190172       0.0064678811     -55.4547365220     340.40        0.009        0.192
   57.00     -55.5028998286       0.0057217611     -55.4519758487     301.13        0.010        0.191
   57.50     -55.5018806967       0.0046976376     -55.4485480053     247.23        0.011        0.187
   58.00     -55.5007488621       0.0035822604     -55.4449401175     188.53        0.009        0.190
   58.50     -55.4997346416       0.0026042068     -55.4417286911     137.06        0.009        0.202
   59.00     -55.4990436740       0.0019655430     -55.4394322013     103.44        0.010        0.191
   59.50     -55.4988216120       0.0018057484     -55.4384311221      95.04        0.009        0.190
   60.00     -55.4991325886       0.0021804778     -55.4389185478     114.76        0.009        0.190
   60.50     -55.4999335586       0.0030375835     -55.4408375938     159.87        0.008        0.196
   61.00     -55.5010640551       0.0042097638     -55.4438516358     221.56        0.015        0.210
   61.50     -55.5022767540       0.0054480686     -55.4474090038     286.73        0.010        0.196
   62.00     -55.5033124212       0.0064978219     -55.4509021444     341.98        0.009        0.195
   62.50     -55.5040054284       0.0072011803     -55.4538877352     378.99        0.009        0.195
   63.00     -55.5043695992       0.0075762097     -55.4562661045     398.73        0.010        0.196
   63.50     -55.5045880294       0.0078010288     -55.4582704897     410.56        0.010        0.196
   64.00     -55.5048726201       0.0080762652     -55.4602030383     425.05        0.009        0.192
   64.50     -55.5052790138       0.0084514593     -55.4620869594     444.79        0.009        0.192
   65.00     -55.5056433805       0.0087695621     -55.4635541760     461.53        0.010        0.193
   65.50     -55.5057101438       0.0087892694     -55.4640970269     462.57        0.009        0.197
   66.00     -55.5053264023       0.0083685473     -55.4634439006     440.43        0.008        0.199
   66.50     -55.5045294331       0.0075481425     -55.4617252042     397.25        0.009        0.197
   67.00     -55.5034897542       0.0064982994     -55.4593561481     342.00        0.009        0.199
   67.50     -55.5024023456       0.0054140447     -55.4568146865     284.94        0.009        0.203
   68.00     -55.5014177676       0.0044465495     -55.4544942207     234.02        0.009        0.197
   68.50     -55.5006285694       0.0036875806     -55.4526643429     194.07        0.009        0.216
   69.00     -55.5000764856       0.0031756968     -55.4514748655     167.13        0.009        0.194
   69.50     -55.4997528602       0.0028978816     -55.4509501813     152.51        0.008        0.195
   70.00     -55.4995967959       0.0027902528     -55.4509826466     146.85        0.009        0.194
   70.50     -55.4995152774       0.0027600673     -55.4513720552     145.26        0.009        0.199
   71.00     -55.4994386221       0.0027401378     -55.4519365574     144.21        0.010        0.195
   71.50     -55.4993849596       0.0027486653     -55.4526418318     144.66        0.009        0.194
   72.00     -55.4994695525       0.0028938950     -55.4536227502     152.30        0.009        0.199
   72.50     -55.4998146564       0.0032862199     -55.4550148598     172.95        0.008        0.206
   73.00     -55.5004177801       0.0039166529     -55.4567122760     206.13        0.008        0.207
   73.50     -55.5011243784       0.0046359925     -55.4583312405     243.99        0.010        0.194
   74.00     -55.5017647191       0.0052839867     -55.4594855702     278.09        0.008        0.195
   74.50     -55.5023116782       0.0058342772     -55.4600953381     307.05        0.010        0.198
   75.00     -55.5028772855       0.0063894886     -55.4603815994     336.27        0.009        0.204
   75.50     -55.5035574149       0.0070364044     -55.4605667729     370.32        0.010        0.193
   76.00     -55.5043006909       0.0077239138     -55.4606190148     406.50        0.009        0.195
   76.50     -55.5049271345       0.0082807005     -55.4602823611     435.81        0.009        0.189
   77.00     -55.5052540274       0.0085345075     -55.4593123539     449.16        0.008        0.201
   77.50     -55.5052053913       0.0084169264     -55.4576785856     442.98        0.008        0.191
   78.00     -55.5048339863       0.0079848024     -55.4555956924     420.23        0.008        0.193
   78.50     -55.5042714750       0.0073717365     -55.4534135392     387.97        0.008        0.190
   79.00     -55.5036602619       0.0067210330     -55.4514730196     353.72        0.009        0.192
   79.50     -55.5031071599       0.0061396110     -55.4500084087     323.12        0.009        0.190
   80.00     -55.5026679958       0.0056822194     -55.4491152940     299.05        0.008        0.195
   80.50     -55.5023491532       0.0053527955     -55.4487568679     281.71        0.009        0.191
   81.00     -55.5021090012       0.0051068597     -55.4487745687     268.77        0.009        0.189
   81.50     -55.5018592291       0.0048554493     -55.4489025466     255.54        0.008        0.192
   82.00     -55.5014889984       0.0044917643     -55.4488286725     236.40        0.008        0.192
   82.50     -55.5009328301       0.0039581125     -55.4483394026     208.31        0.008        0.191
   83.00     -55.5002597856       0.0033290903     -55.4475010401     175.21        0.009        0.191
   83.50     -55.4997091180       0.0028398946     -55.4467310561     149.46        0.009        0.194
   84.00     -55.4996038218       0.0027983264     -55.4466293478     147.27        0.008        0.191
   84.50     -55.5001607004       0.0034025158     -55.4476107444     179.07        0.009        0.201
   85.00     -55.5013196137       0.0045815941     -55.4495785342     241.13        0.012        0.202
   85.50     -55.5027394869       0.0059967072     -55.4519193102     315.60        0.009        0.194
   86.00     -55.5039749874       0.0072130986     -55.4538427016     379.62        0.009        0.198
   86.50     -55.5046943736       0.0079104710     -55.4547971123     416.32        0.008        0.198
   87.00     -55.5048010612       0.0080004680     -55.4546952650     421.06        0.009        0.193
   87.50     -55.5044244294       0.0076169592     -55.4538826276     400.87        0.012        0.212
   88.00     -55.5038293302       0.0070259456     -55.4529466198     369.77        0.009        0.195
   88.50     -55.5033086587       0.0065179648     -55.4524949282     343.04        0.008        0.195
   89.00     -55.5030940059       0.0063183942     -55.4529737267     332.53        0.010        0.195
   89.50     -55.5032885544       0.0065211443     -55.4545352673     343.20        0.009        0.195
   90.00     -55.5038193807       0.0070441620     -55.4569501346     370.73        0.009        0.197
   90.50     -55.5044247748       0.0076224914     -55.4595954663     401.17        0.009        0.192
   91.00     -55.5047143686       0.0078738403     -55.4615907869     414.39        0.008        0.195
   91.50     -55.5043286474       0.0074582350     -55.4621281812     392.52        0.009        0.194
   92.00     -55.5031593809       0.0062892762     -55.4609146031     331.00        0.010        0.194
   92.50     -55.5015002624       0.0046691822     -55.4584670659     245.74        0.009        0.192
   93.00     -55.4999690013       0.0032011561     -55.4559547714     168.47        0.009        0.194
   93.50     -55.4991734542       0.0024641245     -55.4545444712     129.68        0.008        0.193
   94.00     -55.4993290062       0.0026524096     -55.4546582188     139.59        0.009        0.196
   94.50     -55.5001175424       0.0034493257     -55.4557072812     181.54        0.009        0.196
   95.00     -55.5009155751       0.0042487110     -55.4565392618     223.61        0.009        0.193
   95.50     -55.5012080701       0.0045523649     -55.4562373609     239.59        0.009        0.191
   96.00     -55.5008551608       0.0042282692     -55.4546321212     222.53        0.009        0.202
   96.50     -55.5000942875       0.0035132026     -55.4522943656     184.90        0.009        0.206
   97.00     -55.4993701680       0.0028452867     -55.4501877815     149.75        0.009        0.196
   97.50     -55.4991278296       0.0026585526     -55.4492495078     139.92        0.009        0.195
   98.00     -55.4996470882       0.0032190671     -55.4500568951     169.42        0.009        0.196
   98.50     -55.5009375959       0.0045234086     -55.4526170275     238.06        0.010        0.194
   99.00     -55.5027190900       0.0062838780     -55.4563294925     330.72        0.009        0.196
   99.50     -55.5045072805       0.0080187503     -55.4601661221     422.02        0.008        0.193
  100.00     -55.5057846834       0.0092242270     -55.4630213694     485.46        0.008        0.194
  100.50     -55.5062120081       0.0095811775     -55.4641398898     504.25        0.009        0.195
  101.00     -55.5057990883       0.0091156065     -55.4634587575     479.75        0.010        0.197
  101.50     -55.5049264311       0.0082093306     -55.4616513622     432.05        0.010        0.195
  102.00     -55.5041517721       0.0074051583     -55.4597508529     389.73        0.009        0.193
  102.50     -55.5038789628       0.0070882895     -55.4585108866     373.05        0.010        0.195
  103.00     -55.5041097390       0.0072542807     -55.4579329434     381.79        0.010        0.195
  103.50     -55.5044686293       0.0075382608     -55.4573228961     396.73        0.009        0.195
  104.00     -55.5044720771       0.0074749265     -55.4558159299     393.40        0.009        0.196
  104.50     -55.5038255014       0.0067847443     -55.4529497574     357.08        0.009        0.193
  105.00     -55.5025600033       0.0055062558     -55.4489201855     289.79        0.009        0.194
  105.50     -55.5009812725       0.0039456198     -55.4444650753     207.65        0.009        0.197
  106.00     -55.4995164260       0.0025251314     -55.4405461697     132.90        0.008        0.192
  106.50     -55.4985560010       0.0016264426     -55.4380238178      85.60        0.009        0.195
  107.00     -55.4983491070       0.0014869222     -55.4374444812      78.26        0.009        0.194
  107.50     -55.4989534029       0.0021515476     -55.4389421222     113.23        0.010        0.192
  108.00     -55.5002021654       0.0034430302     -55.4421596718     181.20        0.009        0.194
  108.50     -55.5017459991       0.0050071079     -55.4463320929     263.52        0.011        0.202
  109.00     -55.5031642533       0.0064265082     -55.4505231552     338.22        0.009        0.192
  109.50     -55.5041070757       0.0073623094     -55.4539214381     387.47        0.008        0.196
  110.00     -55.5044383354       0.0076912846     -55.4561345669     404.79        0.009        0.194
  110.50     -55.5043144138       0.0075755384     -55.4573527018     398.69        0.009        0.195
  111.00     -55.5041201494       0.0073919805     -55.4582283530     389.03        0.009        0.193
  111.50     -55.5042457115       0.0075131580     -55.4594457348     395.41        0.009        0.192
  112.00     -55.5048199933       0.0080546093     -55.4612088406     423.91        0.009        0.193
  112.50     -55.5055991337       0.0087751350     -55.4630324362     461.83        0.009        0.193
  113.00     -55.5061141059       0.0092227730     -55.4640324297     485.39        0.009        0.194
  113.50     -55.5059679100       0.0090211872     -55.4635017659     474.78        0.009        0.194
  114.00     -55.5050634353       0.0080853723     -55.4613439287     425.53        0.010        0.191
  114.50     -55.5036329547       0.0066500225     -55.4581198201     349.99        0.008        0.195
  115.00     -55.5020975384       0.0051328168     -55.4547601704     270.14        0.009        0.199
  115.50     -55.5008721767       0.0039407257     -55.4521674212     207.40        0.008        0.193
  116.00     -55.5002164226       0.0033239775     -55.4509124442     174.94        0.008        0.194
  116.50     -55.5001691957       0.0033127087     -55.4510997615     174.35        0.008        0.190
  117.00     -55.5005563355       0.0037267239     -55.4523796720     196.13        0.008        0.198
  117.50     -55.5010551155       0.0042428813     -55.4540776791     223.30        0.009        0.193
  118.00     -55.5013106443       0.0045135076     -55.4554320848     237.54        0.009        0.194
  118.50     -55.5010875605       0.0043162165     -55.4559025476     227.16        0.009        0.192
  119.00     -55.5004107525       0.0036869067     -55.4554534225     194.04        0.008        0.195
  119.50     -55.4996088572       0.0029527527     -55.4546412042     155.40        0.008        0.195
  120.00     -55.4991792389       0.0025932139     -55.4543511868     136.48        0.009        0.197
  120.50     -55.4995004491       0.0029626547     -55.4552412543     155.92        0.010        0.204
  121.00     -55.5005685998       0.0040447233     -55.4572418369     212.87        0.010        0.193
  121.50     -55.5019881695       0.0054505995     -55.4595542448     286.86        0.009        0.197
  122.00     -55.5032526983       0.0066887356     -55.4612022963     352.02        0.008        0.195
  122.50     -55.5040572011       0.0074627432     -55.4616382545     392.76        0.009        0.193
  123.00     -55.5043980881       0.0077682552     -55.4609333464     408.84        0.008        0.195
  123.50     -55.5044558435       0.0077823544     -55.4595424488     409.58        0.010        0.196
  124.00     -55.5044233749       0.0076979552     -55.4579582378     405.14        0.009        0.194
  124.50     -55.5044139935       0.0076316843     -55.4565173010     401.65        0.009        0.199
  125.00     -55.5044598351       0.0076189930     -55.4553832440     400.98        0.009        0.194
  125.50     -55.5045410449       0.0076414752     -55.4545930634     402.16        0.009        0.193
  126.00     -55.5046020206       0.0076440674     -55.4540822359     402.30        0.008        0.194
  126.50     -55.5045564410       0.0075422399     -55.4536916856     396.94        0.011        0.192
  127.00     -55.5043045324       0.0072407659     -55.4532028127     381.08        0.010        0.194
  127.50     -55.5037758983       0.0066759576     -55.4524260180     351.35        0.009        0.192
  128.00     -55.5029839039       0.0058671980     -55.4513142146     308.79        0.008        0.194
  128.50     -55.5020543874       0.0049418541     -55.4500269894     260.09        0.009        0.193
  129.00     -55.5011927059       0.0041005278     -55.4488747161     215.81        0.008        0.196
  129.50     -55.5005909928       0.0035269635     -55.4481469387     185.62        0.009        0.194
  130.00     -55.5003325711       0.0032981967     -55.4479360572     173.58        0.009        0.192
  130.50     -55.5003695978       0.0033656422     -55.4481027065     177.13        0.011        0.190
  131.00     -55.5005962197       0.0036254091     -55.4484236643     190.80        0.009        0.194
  131.50     -55.5009485364       0.0040121283     -55.4487874037     211.16        0.008        0.195
  132.00     -55.5014315043       0.0045239651     -55.4492447429     238.09        0.009        0.196
  132.50     -55.5020535539       0.0051622889     -55.4498789454     271.69        0.009        0.193
  133.00     -55.5027538241       0.0058649022     -55.4506588462     308.67        0.010        0.195
  133.50     -55.5034076542       0.0065117629     -55.4514396183     342.71        0.009        0.189
  134.00     -55.5039005765       0.0069943982     -55.4520937589     368.11        0.009        0.201
  134.50     -55.5041933899       0.0072771453     -55.4526249307     382.99        0.009        0.196
  135.00     -55.5043260530       0.0074006010     -55.4531647685     389.49        0.008        0.188
  135.50     -55.5043720150       0.0074375387     -55.4538760793     391.43        0.008        0.191
  136.00     -55.5043872099       0.0074434921     -55.4548498483     391.74        0.008        0.192
  136.50     -55.5043875547       0.0074347492     -55.4560628319     391.28        0.009        0.192
  137.00     -55.5043590708       0.0073978026     -55.4574035427     389.34        0.008        0.191
  137.50     -55.5042791886       0.0073094053     -55.4587232385     384.69        0.008        0.190
  138.00     -55.5041208067       0.0071404073     -55.4598551604     375.79        0.009        0.193
  138.50     -55.5038318735       0.0068380256     -55.4605879660     359.88        0.010        0.190
  139.00     -55.5033256601       0.0063206581     -55.4606610831     332.65        0.009        0.193
  139.50     -55.5025368467       0.0055348958     -55.4598858750     291.30        0.009        0.192
  140.00     -55.5015415979       0.0045670655     -55.4583825409     240.36        0.008        0.190
  140.50     -55.5006246369       0.0036971424     -55.4567037054     194.58        0.009        0.192
  141.00     -55.5001517313       0.0032700021     -55.4555783857     172.10        0.008        0.191
  141.50     -55.5002894184       0.0034330857     -55.4553682080     180.68        0.009        0.192
  142.00     -55.5008340132       0.0039829128     -55.4557405505     209.62        0.009        0.191
  142.50     -55.5013495797       0.0044988781     -55.4559330530     236.77        0.009        0.192
  143.00     -55.5014849141       0.0046437372     -55.4553589025     244.40        0.009        0.191
  143.50     -55.5011769969       0.0043589965     -55.4539930014     229.41        0.010        0.192
  144.00     -55.5006296706       0.0038459886     -55.4523206995     202.41        0.009        0.190
  144.50     -55.5001632284       0.0034195585     -55.4510325873     179.97        0.008        0.202
  145.00     -55.5000635875       0.0033588605     -55.4507190967     176.77        0.009        0.193
  145.50     -55.5004896245       0.0038148875     -55.4516828269     200.77        0.009        0.197
  146.00     -55.5014359942       0.0047739013     -55.4538647635     251.25        0.009        0.194
  146.50     -55.5027351392       0.0060614933     -55.4568544467     319.01        0.011        0.195
  147.00     -55.5040912021       0.0073799599     -55.4599697078     388.40        0.008        0.193
  147.50     -55.5051519744       0.0083837246     -55.4624146987     441.23        0.009        0.195
  148.00     -55.5056315218       0.0088019255     -55.4635362112     463.24        0.009        0.195
  148.50     -55.5054625166       0.0085834029     -55.4631316370     451.74        0.009        0.195
  149.00     -55.5048846876       0.0079724085     -55.4616228302     419.58        0.009        0.195
  149.50     -55.5043449076       0.0074024465     -55.4598584798     389.58        0.009        0.194
  150.00     -55.5042043556       0.0072150035     -55.4585466280     379.72        0.009        0.195
  150.50     -55.5044657952       0.0074068673     -55.4577326432     389.82        0.008        0.194
  151.00     -55.5047753275       0.0076373452     -55.4568060369     401.95        0.009        0.194
  151.50     -55.5046957349       0.0074890111     -55.4550257643     394.14        0.009        0.195
  152.00     -55.5039974885       0.0067460327     -55.4520758261     355.04        0.009        0.194
  152.50     -55.5027613239       0.0054942928     -55.4482523565     289.16        0.009        0.192
  153.00     -55.5012952833       0.0040413228     -55.4442856933     212.69        0.010        0.194
  153.50     -55.4999813996       0.0027651246     -55.4410238375     145.53        0.015        0.196
  154.00     -55.4991464641       0.0019853631     -55.4391671818     104.49        0.008        0.193
  154.50     -55.4989899106       0.0018914295     -55.4391229069      99.54        0.008        0.192
  155.00     -55.4995512555       0.0025109466     -55.4409387183     132.15        0.008        0.192
  155.50     -55.5006890731       0.0036912147     -55.4442572310     194.27        0.009        0.196
  156.00     -55.5021001292       0.0051222207     -55.4483659053     269.58        0.008        0.196
  156.50     -55.5033897477       0.0064110725     -55.4523570110     337.41        0.011        0.203
  157.00     -55.5041929587       0.0072047034     -55.4553854048     379.18        0.009        0.194
  157.50     -55.5043391116       0.0073496834     -55.4570058934     386.81        0.008        0.193
  158.00     -55.5039907437       0.0070184341     -55.4574502805     369.37        0.010        0.194
  158.50     -55.5036209340       0.0066739277     -55.4575797270     351.24        0.009        0.196
  159.00     -55.5037404870       0.0068004894     -55.4583504589     357.90        0.009        0.192
  159.50     -55.5045120108       0.0075412543     -55.4600694295     396.89        0.009        0.195
  160.00     -55.5055864610       0.0085532643     -55.4620852102     450.15        0.009        0.196
  160.50     -55.5063401322       0.0092368337     -55.4632475822     486.13        0.008        0.194
  161.00     -55.5062927242       0.0091338339     -55.4627123069     480.71        0.008        0.193
  161.50     -55.5053600239       0.0081711720     -55.4604239841     430.04        0.009        0.194
  162.00     -55.5038287079       0.0066377654     -55.4570550942     349.34        0.009        0.197
  162.50     -55.5021702836       0.0050022057     -55.4536266871     263.26        0.010        0.197
  163.00     -55.5008431366       0.0037160667     -55.4511055656     195.57        0.008        0.194
  163.50     -55.5001559682       0.0030776477     -55.4501265028     161.97        0.008        0.195
  164.00     -55.5001975361       0.0031632459     -55.4508506367     166.48        0.009        0.195
  164.50     -55.5008125010       0.0038066822     -55.4529190063     200.34        0.008        0.194
  165.00     -55.5016283700       0.0046317773     -55.4555144636     243.77        0.009        0.194
  165.50     -55.5021645813       0.0051665566     -55.4575935632     271.91        0.010        0.191
  166.00     -55.5020325839       0.0050432092     -55.4582972982     265.42        0.010        0.193
  166.50     -55.5011818455       0.0042330407     -55.4574430693     222.78        0.009        0.192
  167.00     -55.5000455801       0.0031715642     -55.4558063074     166.92        0.008        0.195
  167.50     -55.4993837722       0.0025897668     -55.4548043163     136.30        0.009        0.200
  168.00     -55.4997998587       0.0030498979     -55.4555557742     160.51        0.009        0.194
